time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,21900,2174,1,2880,2100,285,600.4,600.4
30,4,4,4,21,21,94620,9249,1,9560,11740,934,901.3,901.3
40,4,4,4,21,21,117340,11677,1,12560,23840,1250,938.7,938.7
50,4,4,4,21,21,196000,19539,1,20480,43700,2041,713.6,713.6
60,4,4,4,21,21,365120,36294,1,36700,81160,3648,487.8,487.8
70,4,4,4,21,21,489660,48834,1,50960,130980,5082,370.4,370.4
80,4,4,4,21,21,684920,68246,1,71260,201220,7100,297.7,297.7
90,4,4,4,21,21,580880,57787,1,58160,260420,5785,264.2,264.2
100,4,4,4,21,21,535200,53237,1,54120,315160,5383,245.4,245.4
110,4,4,4,21,21,756580,75401,1,77960,392380,7769,227.0,227.0
120,4,4,4,21,21,548940,54582,1,56440,449060,5612,217.4,217.4
130,4,4,4,21,21,582180,58055,1,59560,508780,5939,209.5,209.5
140,4,4,4,21,21,735840,73283,1,75940,584180,7562,201.5,201.5
150,4,4,4,21,21,591720,58924,1,61920,644860,6166,196.0,196.0
160,4,4,4,21,21,517260,51627,1,54980,697400,5487,193.6,193.6
170,4,4,4,21,21,780560,77428,1,79840,778060,7919,187.8,187.8
181,4,4,4,21,21,585760,58059,1,60200,837860,5966,185.0,185.0
