time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,80,7,10,20,0,1,0.0,0.0
30,4,4,4,30,30,27280,2718,10,3300,3220,328,15.8,21.1
40,4,4,4,30,30,118820,11773,10,11820,15140,1171,9.9,11.8
50,4,4,4,30,30,171300,17017,10,17020,32620,1690,7.5,8.1
60,4,4,4,30,30,196940,19504,10,20760,53220,2056,6.5,7.4
70,4,4,4,30,30,289760,28677,10,29820,83020,2951,5.3,5.7
80,4,4,4,30,30,279700,27828,10,27780,110980,2763,4.9,5.3
90,4,4,4,30,30,288320,28600,10,29280,139940,2904,4.6,4.9
100,4,4,4,30,30,302740,30177,10,32020,171500,3191,4.3,4.6
110,4,4,4,30,30,290660,28964,10,29320,201380,2921,4.2,4.3
120,4,4,4,30,30,300940,29929,10,30920,232240,3075,4.1,4.2
130,4,4,4,30,30,313140,31192,10,32000,264200,3187,3.9,4.1
140,4,4,4,30,30,297200,29578,10,30080,294260,2993,3.9,4.0
150,4,4,4,30,30,296260,29507,10,30020,325240,2990,3.8,4.0
160,4,4,4,30,30,312480,31179,10,30940,357140,3087,3.8,3.9
170,4,4,4,30,30,299480,29882,10,31180,388200,3111,3.7,3.9
180,4,4,4,30,30,295260,29472,10,30240,418420,3018,3.7,3.8
