time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,1,0,0,0,0.0,0.0
20,4,2,2,21,21,10340,1027,1,1200,960,119,101.6,101.6
30,4,2,2,21,21,188420,18768,1,19040,20120,1896,275.9,275.9
40,4,2,2,21,21,234600,23343,1,23920,44140,2380,224.2,224.2
50,4,2,2,21,21,533460,53154,1,54580,98520,5438,189.5,189.5
60,4,2,2,21,21,634000,63185,1,63980,163440,6376,163.7,163.7
70,4,2,2,21,21,744520,74273,1,75960,239360,7577,146.6,146.6
80,4,2,2,21,21,1042800,103104,1,107600,346460,10638,133.1,133.1
90,4,2,2,21,21,819660,81517,1,85140,430800,8467,126.9,126.9
100,4,2,2,21,21,808100,80592,1,82220,512960,8199,122.9,122.9
110,4,2,2,21,21,1065540,106309,1,108140,622440,10789,118.3,118.3
120,4,2,2,21,21,799680,79625,1,81720,704400,8137,116.8,116.8
130,4,2,2,21,21,808560,80646,1,83560,787200,8334,115.3,115.3
140,4,2,2,21,21,1072960,106900,1,110000,897260,10959,114.0,114.0
150,4,2,2,21,21,818040,81372,1,84380,981280,8393,113.1,113.1
160,4,2,2,21,21,812100,80926,1,82720,1064120,8243,112.5,112.5
170,4,2,2,21,21,1073260,107090,1,110680,1173860,11043,112.0,112.0
180,4,2,2,21,21,832280,82987,1,85020,1259600,8477,111.2,111.2
