time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,0,0,1,0,0,0,0.0,0.0
30,4,4,4,19,19,19280,1923,1,1920,1960,191,3.4,3.4
40,4,4,4,19,19,50680,5038,1,5160,7200,512,2.1,2.1
50,4,4,4,19,19,67520,6733,1,6760,14100,674,1.7,1.7
60,4,4,4,19,19,98340,9816,1,10300,24260,1028,1.5,1.5
70,4,4,4,19,19,77200,7705,1,7700,32040,768,1.4,1.4
80,4,4,4,19,19,74720,7459,1,7600,39820,758,1.4,1.4
90,4,4,4,19,19,103200,10286,1,10760,50320,1072,1.3,1.3
100,4,4,4,19,19,77260,7712,1,8060,58240,804,1.3,1.3
110,4,4,4,19,19,78100,7798,1,8300,66180,828,1.3,1.3
120,4,4,4,19,19,102820,10266,1,10220,76740,1020,1.2,1.2
130,4,4,4,19,19,77300,7719,1,8220,84720,820,1.2,1.2
140,4,4,4,19,19,77080,7695,1,7620,92700,760,1.2,1.2
150,4,4,4,19,19,77600,7749,1,7600,100660,758,1.2,1.2
160,4,4,4,19,19,105100,10495,1,11260,111300,1124,1.2,1.2
170,4,4,4,19,19,76880,7676,1,7720,119320,770,1.2,1.2
180,4,4,4,19,19,78540,7843,1,8000,127320,798,1.2,1.2
