time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,5240,523,1,600,600,59,6.7,6.7
20,4,2,2,21,21,65540,6443,1,6440,7380,633,1.8,1.8
30,4,2,2,21,21,78260,7811,1,7680,15340,766,1.4,1.4
40,4,2,2,21,21,104980,10480,1,10920,26040,1090,1.3,1.3
50,4,2,2,21,21,79800,7967,1,8180,34160,816,1.3,1.3
60,4,2,2,21,21,80760,8063,1,8220,42320,820,1.2,1.2
70,4,2,2,21,21,79480,7934,1,8100,50480,808,1.2,1.2
80,4,2,2,21,21,107460,10729,1,11100,61360,1108,1.2,1.2
90,4,2,2,21,21,78920,7873,1,8140,69540,812,1.2,1.2
100,4,2,2,21,21,79780,7963,1,7960,77700,794,1.2,1.2
110,4,2,2,21,21,105720,10557,1,10880,88560,1086,1.1,1.1
120,4,2,2,21,21,81060,8093,1,8360,96780,834,1.1,1.1
130,4,2,2,21,21,79980,7986,1,8440,104980,842,1.1,1.1
140,4,2,2,21,21,106720,10658,1,11080,115940,1106,1.1,1.1
150,4,2,2,21,21,80180,8003,1,8520,124120,850,1.1,1.1
160,4,2,2,21,21,80420,8031,1,8420,132320,840,1.1,1.1
170,4,2,2,21,21,107000,10685,1,10800,143240,1078,1.1,1.1
180,4,2,2,21,21,79900,7979,1,8080,151460,806,1.1,1.1
