time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,30,30,0,0,0,0,0,0,0.0,0.0
20,4,2,2,30,30,252000,24876,10,26320,25580,2598,4.7,7.3
30,4,2,2,30,30,315860,31070,10,34340,58580,3377,3.6,4.7
40,4,2,2,30,30,407340,40258,10,41600,99760,4111,3.0,3.6
50,4,2,2,30,30,633420,63196,10,65580,165020,6542,2.6,2.9
60,4,2,2,30,30,536880,53575,10,55920,220180,5580,2.3,2.5
70,4,2,2,30,30,536060,53450,10,53500,274480,5334,2.2,2.3
80,4,2,2,30,30,725460,72372,10,74540,349040,7436,2.1,2.2
90,4,2,2,30,30,550820,54878,10,56400,405860,5619,2.0,2.1
100,4,2,2,30,30,541420,54044,10,54800,460480,5470,2.0,2.0
110,4,2,2,30,30,718040,71667,10,73920,534860,7377,1.9,2.0
120,4,2,2,30,30,551260,55010,10,56020,590940,5590,1.9,1.9
130,4,2,2,30,30,546860,54582,10,55460,646880,5535,1.9,1.9
140,4,2,2,30,30,731880,72990,10,76040,722320,7583,1.8,1.9
150,4,2,2,30,30,543520,54248,10,55020,777740,5491,1.8,1.9
160,4,2,2,30,30,551480,55037,10,58120,834300,5800,1.8,1.9
170,4,2,2,30,30,736340,73465,10,76220,909480,7604,1.8,1.8
180,4,2,2,30,30,553480,55237,10,57320,966200,5720,1.8,1.8
