time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,14680,1455,1,1620,560,160,467.6,467.6
30,4,4,4,19,19,92480,9218,1,9580,10000,954,1450.5,1450.5
40,4,4,4,19,19,153580,15316,1,15140,25700,1509,882.5,882.5
50,4,4,4,19,19,247720,24665,1,25620,51160,2551,613.1,613.1
60,4,4,4,19,19,614060,60894,1,63320,114600,6279,379.7,379.7
70,4,4,4,19,19,613260,61166,1,62660,177100,6249,296.6,296.6
80,4,4,4,19,19,599200,59776,1,61900,238700,6175,253.5,253.5
90,4,4,4,19,19,874100,86914,1,90420,328340,8990,219.8,219.8
100,4,4,4,19,19,660900,65944,1,68100,395500,6795,204.8,204.8
110,4,4,4,19,19,658920,65583,1,68900,462880,6857,194.3,194.3
120,4,4,4,19,19,827700,82162,1,84760,547640,8413,184.8,184.8
130,4,4,4,19,19,677040,67461,1,69200,617060,6895,177.8,177.8
140,4,4,4,19,19,654100,65136,1,67240,683940,6695,172.5,172.5
150,4,4,4,19,19,876400,87195,1,90040,773680,8958,166.7,166.7
160,4,4,4,19,19,685920,68257,1,69940,844920,6959,162.9,162.9
170,4,4,4,19,19,656440,65447,1,67140,912100,6693,160.2,160.2
180,4,4,4,19,19,870360,86810,1,88260,1001380,8803,157.3,157.3
