time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,3380,337,1,520,400,51,4.2,4.2
20,4,2,2,21,21,58040,5731,1,5840,6380,576,1.7,1.7
30,4,2,2,21,21,77700,7756,1,8080,14260,806,1.4,1.4
40,4,2,2,21,21,103100,10292,1,11440,24900,1142,1.3,1.3
50,4,2,2,21,21,79460,7932,1,8060,32920,804,1.2,1.2
60,4,2,2,21,21,78880,7873,1,7680,41020,766,1.2,1.2
70,4,2,2,21,21,108080,10792,1,11540,51900,1152,1.2,1.2
80,4,2,2,21,21,78780,7865,1,8060,60020,804,1.2,1.2
90,4,2,2,21,21,79060,7883,1,8020,68180,799,1.2,1.2
100,4,2,2,21,21,106500,10635,1,10900,79040,1088,1.1,1.1
110,4,2,2,21,21,78000,7786,1,8120,87200,810,1.1,1.1
120,4,2,2,21,21,81060,8093,1,7880,95400,786,1.1,1.1
130,4,2,2,21,21,77840,7773,1,8020,103560,800,1.1,1.1
140,4,2,2,21,21,107180,10701,1,11000,114460,1098,1.1,1.1
150,4,2,2,21,21,79340,7922,1,8220,122640,820,1.1,1.1
160,4,2,2,21,21,79440,7931,1,8060,130840,804,1.1,1.1
170,4,2,2,21,21,106880,10669,1,10560,141760,1054,1.1,1.1
180,4,2,2,21,21,79760,7965,1,7800,149960,778,1.1,1.1
