time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,1,0,0,0,0.0,0.0
30,4,4,4,21,21,18140,1807,1,2760,1640,275,862.5,862.5
40,4,4,4,21,21,114640,11360,1,11760,13000,1165,1036.8,1036.8
50,4,4,4,21,21,127960,12702,1,13320,26020,1322,858.4,858.4
60,4,4,4,21,21,167140,16592,1,17040,43340,1691,705.2,705.2
70,4,4,4,21,21,420160,41831,1,42600,85700,4241,485.3,485.3
80,4,4,4,21,21,424700,42183,1,43820,129300,4352,383.6,383.6
90,4,4,4,21,21,477940,47480,1,48320,178160,4800,328.7,328.7
100,4,4,4,21,21,681700,67884,1,69580,248120,6928,283.4,283.4
110,4,4,4,21,21,538040,53562,1,54100,303320,5385,260.1,260.1
120,4,4,4,21,21,544860,54295,1,55500,359260,5530,243.7,243.7
130,4,4,4,21,21,758060,75586,1,76580,437020,7635,227.2,227.2
140,4,4,4,21,21,536240,53447,1,54880,491640,5469,220.4,220.4
150,4,4,4,21,21,565640,56265,1,58200,549800,5789,213.3,213.3
160,4,4,4,21,21,779920,77805,1,80060,630160,7986,205.2,205.2
170,4,4,4,21,21,581020,57876,1,58980,689460,5875,200.5,200.5
180,4,4,4,21,21,534060,53304,1,55360,744480,5525,197.7,197.7
