time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,1,0,0,0,0.0,0.0
20,4,2,2,21,21,6000,596,1,760,660,75,3.2,3.2
30,4,2,2,21,21,65560,6524,1,7140,7300,710,1.5,1.5
40,4,2,2,21,21,102760,10257,1,10600,17820,1058,1.3,1.3
50,4,2,2,21,21,78100,7795,1,7580,25880,756,1.2,1.2
60,4,2,2,21,21,80160,8003,1,8340,33980,832,1.2,1.2
70,4,2,2,21,21,106500,10635,1,11000,44880,1098,1.2,1.2
80,4,2,2,21,21,78600,7845,1,7460,53000,744,1.2,1.2
90,4,2,2,21,21,80700,8045,1,8500,61120,847,1.2,1.2
100,4,2,2,21,21,104980,10480,1,10760,72020,1074,1.1,1.1
110,4,2,2,21,21,80080,7996,1,8120,80140,810,1.1,1.1
120,4,2,2,21,21,79880,7975,1,8700,88320,868,1.1,1.1
130,4,2,2,21,21,106760,10661,1,10960,99240,1094,1.1,1.1
140,4,2,2,21,21,81520,8140,1,8740,107460,872,1.1,1.1
150,4,2,2,21,21,78840,7872,1,7860,115660,784,1.1,1.1
160,4,2,2,21,21,108280,10812,1,11360,126560,1134,1.1,1.1
170,4,2,2,21,21,79480,7937,1,8020,134760,800,1.1,1.1
180,4,2,2,21,21,80960,8084,1,8240,142960,822,1.1,1.1
