time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,61960,6149,10,8120,1120,805,1728.6,3128.2
30,4,4,4,30,30,66360,6432,10,7380,5440,715,5021.0,7688.4
40,4,4,4,30,30,132660,13147,10,11700,17680,1159,8168.2,9108.9
50,4,4,4,30,30,155260,15422,10,16100,33080,1599,10644.5,19289.1
60,4,4,4,30,30,227380,22546,10,23440,57020,2324,7503.9,10838.4
70,4,4,4,30,30,224380,22266,10,24980,81440,2478,6498.2,9121.3
80,4,4,4,30,30,278200,27514,10,27080,109540,2678,5988.8,8824.2
90,4,4,4,30,30,287900,28538,10,28260,138380,2801,5577.4,8454.7
100,4,4,4,30,30,447360,44571,10,45640,184360,4547,4834.2,7296.0
111,4,4,4,30,30,435080,43265,10,43180,228100,4293,4401.0,6732.2
121,4,4,4,30,30,466420,46414,10,47460,275700,4722,4038.0,6172.8
131,4,4,4,30,30,507320,50524,10,53180,328580,5296,3729.7,5686.8
141,4,4,4,30,30,475160,47204,10,48580,377280,4826,3552.7,5452.4
151,4,4,4,30,30,459560,45713,10,47440,424600,4718,3406.8,5215.2
161,4,4,4,30,30,480480,47823,10,49120,474140,4889,3309.9,5111.3
171,4,4,4,30,30,426220,42308,10,43440,517200,4312,3212.5,4918.5
181,4,4,4,30,30,475780,47327,10,49640,565960,4937,3150.1,4853.1
