time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,25680,2546,1,3460,2160,343,943.8,943.8
30,4,4,4,19,19,129560,12784,1,13900,15620,1371,945.0,945.0
40,4,4,4,19,19,170000,16960,1,16780,32440,1674,730.4,730.4
50,4,4,4,19,19,236980,23582,1,24980,57440,2485,525.1,525.1
60,4,4,4,19,19,668860,66467,1,68100,124880,6767,328.9,328.9
70,4,4,4,19,19,649540,64798,1,66460,191700,6630,259.0,259.0
80,4,4,4,19,19,658080,65663,1,66760,259120,6661,223.6,223.6
90,4,4,4,19,19,645940,64285,1,66460,325340,6614,204.6,204.6
100,4,4,4,19,19,875020,87231,1,90480,415080,9020,187.7,187.7
110,4,4,4,19,19,634160,63283,1,64280,479620,6414,180.0,180.0
120,4,4,4,19,19,646720,64433,1,65940,545840,6569,173.7,173.7
130,4,4,4,19,19,884360,88189,1,89840,636660,8958,166.9,166.9
140,4,4,4,19,19,664840,66298,1,68280,705540,6808,162.9,162.9
150,4,4,4,19,19,725640,72375,1,73640,779420,7344,158.7,158.7
160,4,4,4,19,19,916500,91230,1,93520,873060,9309,155.1,155.1
170,4,4,4,19,19,698820,69666,1,70400,944700,7018,152.1,152.1
180,4,4,4,19,19,686860,68351,1,70780,1015560,7043,149.5,149.5
