time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,28,28,5520,551,5,980,860,97,24.4,89.8
20,4,2,2,28,28,238100,23177,10,24220,24900,2357,5.1,10.7
30,4,2,2,28,28,357140,35423,10,37660,62280,3735,3.5,5.7
40,4,2,2,28,28,558960,55512,10,56780,118560,5639,2.7,3.7
50,4,2,2,28,28,613740,61233,10,62080,181880,6193,2.3,3.1
60,4,2,2,28,28,560720,55943,10,56960,239880,5682,2.2,2.8
70,4,2,2,28,28,655380,65407,10,66160,305940,6602,2.0,2.5
80,4,2,2,28,28,656300,65485,10,69280,374040,6912,1.9,2.4
90,4,2,2,28,28,572160,57016,10,57900,431940,5769,1.9,2.3
100,4,2,2,28,28,641400,64018,10,66020,498120,6589,1.8,2.2
110,4,2,2,28,28,659400,65808,10,67980,565880,6784,1.8,2.1
120,4,2,2,28,28,571280,57036,10,58880,623220,5878,1.8,2.1
130,4,2,2,28,28,654160,65304,10,68080,690840,6796,1.8,2.0
140,4,2,2,28,28,671220,66988,10,69060,759480,6892,1.7,2.0
150,4,2,2,28,28,575600,57450,10,58620,817900,5850,1.7,1.9
160,4,2,2,28,28,662700,66144,10,69300,886580,6916,1.7,1.9
170,4,2,2,28,28,674500,67335,10,68800,955040,6868,1.7,1.9
180,4,2,2,28,28,569960,56865,10,58260,1013760,5812,1.7,1.9
