time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,28,28,0,0,0,0,0,0,0.0,0.0
20,4,4,4,28,28,60,5,10,0,0,0,0.0,0.0
30,4,4,4,28,28,29620,2952,10,3360,3480,334,100.4,849.9
40,4,4,4,28,28,131940,13063,10,13060,16680,1293,20.7,120.7
50,4,4,4,28,28,196740,19558,10,20860,36820,2073,12.8,63.7
60,4,4,4,28,28,291260,28809,10,29940,66820,2961,8.5,34.9
70,4,4,4,28,28,311260,31014,10,31300,98360,3118,6.7,24.7
80,4,4,4,28,28,381240,38017,10,38180,136980,3807,5.6,19.2
90,4,4,4,28,28,434580,43246,10,44120,181920,4390,4.7,14.5
100,4,4,4,28,28,365980,36499,10,37340,219840,3723,4.3,12.4
110,4,4,4,28,28,422500,42098,10,42480,262800,4232,4.0,11.0
120,4,4,4,28,28,460080,45893,10,47620,309280,4750,3.8,9.6
130,4,4,4,28,28,377380,37591,10,38700,348340,3854,3.6,8.8
140,4,4,4,28,28,422320,42130,10,42860,392260,4275,3.5,8.1
150,4,4,4,28,28,419740,41877,10,42840,434560,4274,3.3,7.6
160,4,4,4,28,28,412900,41203,10,41880,476640,4179,3.2,7.0
170,4,4,4,28,28,436180,43474,10,45820,521340,4566,3.2,6.7
180,4,4,4,28,28,376020,37519,10,38940,560140,3885,3.1,6.4
