time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,20,1,1,0,0,0,0.0,0.0
30,4,4,4,21,21,21400,2131,1,2480,2160,247,3.0,3.0
40,4,4,4,21,21,50220,5004,1,5080,7360,506,2.1,2.1
50,4,4,4,21,21,68420,6830,1,6860,14320,684,1.7,1.7
60,4,4,4,21,21,95780,9559,1,9820,24300,980,1.5,1.5
70,4,4,4,21,21,76320,7620,1,7480,32020,746,1.4,1.4
80,4,4,4,21,21,75920,7579,1,7700,39820,768,1.4,1.4
90,4,4,4,21,21,103480,10316,1,10580,50340,1054,1.3,1.3
100,4,4,4,21,21,76900,7674,1,8320,58200,830,1.3,1.3
110,4,4,4,21,21,77200,7707,1,7760,66120,774,1.3,1.3
120,4,4,4,21,21,104420,10405,1,10380,76700,1034,1.3,1.3
130,4,4,4,21,21,77860,7775,1,8180,84640,816,1.2,1.2
140,4,4,4,21,21,78160,7803,1,7860,92560,784,1.2,1.2
150,4,4,4,21,21,102720,10257,1,10200,103160,1018,1.2,1.2
160,4,4,4,21,21,77780,7766,1,8160,111080,814,1.2,1.2
170,4,4,4,21,21,76780,7668,1,7960,119040,794,1.2,1.2
180,4,4,4,21,21,78220,7811,1,8040,127020,802,1.2,1.2
