time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,67400,6643,1,7080,7000,697,1.5,1.5
30,4,2,2,19,19,77800,7762,1,8200,14820,818,1.3,1.3
40,4,2,2,19,19,77640,7750,1,8160,22880,814,1.2,1.2
50,4,2,2,19,19,103440,10329,1,10120,33560,1010,1.2,1.2
60,4,2,2,19,19,77860,7773,1,7780,41640,776,1.2,1.2
70,4,2,2,19,19,79700,7955,1,8280,49780,826,1.2,1.2
80,4,2,2,19,19,106400,10625,1,10540,60600,1052,1.2,1.2
90,4,2,2,19,19,78080,7788,1,7920,68720,790,1.1,1.1
100,4,2,2,19,19,80420,8029,1,8420,76820,840,1.1,1.1
110,4,2,2,19,19,104220,10407,1,10420,87680,1040,1.1,1.1
120,4,2,2,19,19,81060,8095,1,8260,95820,824,1.1,1.1
130,4,2,2,19,19,79060,7891,1,8620,104000,860,1.1,1.1
140,4,2,2,19,19,106360,10622,1,11200,114880,1118,1.1,1.1
150,4,2,2,19,19,79860,7974,1,7880,123060,786,1.1,1.1
160,4,2,2,19,19,80540,8043,1,7940,131240,792,1.1,1.1
170,4,2,2,19,19,106800,10665,1,11140,142120,1112,1.1,1.1
180,4,2,2,19,19,78580,7847,1,8060,150320,804,1.1,1.1
