time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,20,1,1,0,0,0,0.0,0.0
30,4,4,4,19,19,21860,2180,1,2320,2220,231,3.2,3.2
40,4,4,4,19,19,49500,4935,1,5160,7280,514,2.2,2.2
50,4,4,4,19,19,69540,6942,1,7160,14320,714,1.8,1.8
60,4,4,4,19,19,97420,9720,1,9800,24460,977,1.5,1.5
70,4,4,4,19,19,76900,7676,1,7860,32240,784,1.4,1.4
80,4,4,4,19,19,77500,7738,1,8380,40160,836,1.4,1.4
90,4,4,4,19,19,103420,10307,1,10300,50720,1026,1.3,1.3
100,4,4,4,19,19,77500,7738,1,7720,58660,770,1.3,1.3
110,4,4,4,19,19,77960,7785,1,7720,66600,770,1.3,1.3
120,4,4,4,19,19,102680,10253,1,9720,77180,970,1.3,1.3
130,4,4,4,19,19,76060,7594,1,7220,85140,720,1.2,1.2
140,4,4,4,19,19,78320,7817,1,7860,93080,784,1.2,1.2
150,4,4,4,19,19,102720,10258,1,10680,103720,1066,1.2,1.2
160,4,4,4,19,19,79540,7942,1,8140,111680,812,1.2,1.2
170,4,4,4,19,19,77220,7712,1,7660,119660,765,1.2,1.2
180,4,4,4,19,19,104660,10438,1,11080,130260,1105,1.2,1.2
