time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,30,30,0,0,5,0,0,0,0.0,0.0
20,4,2,2,30,30,68420,6690,10,10080,520,985,5083.7,10288.2
30,4,2,2,30,30,283920,28074,10,27460,28040,2715,4799.8,5263.3
40,4,2,2,30,30,360940,35957,10,37160,65340,3701,3605.6,3910.7
50,4,2,2,30,30,651940,64192,10,66020,132040,6500,2683.4,2834.6
60,4,2,2,30,30,575620,57161,10,60340,191900,5992,2382.3,2835.6
70,4,2,2,30,30,697500,69589,10,71620,262860,7145,2115.3,2591.1
80,4,2,2,30,30,965440,96159,10,98260,360220,9786,1944.7,2486.7
90,4,2,2,30,30,703300,69889,10,71980,434580,7152,1862.4,2438.4
100,4,2,2,30,30,721680,71744,10,74280,507700,7384,1797.7,2356.5
110,4,2,2,30,30,998160,99368,10,102460,610520,10200,1717.2,2259.0
120,4,2,2,30,30,714500,71066,10,72120,684140,7173,1689.1,2242.7
130,4,2,2,30,30,705720,70276,10,72020,756240,7171,1662.4,2207.1
140,4,2,2,30,30,955720,95124,10,98360,853500,9789,1637.0,2183.1
151,4,2,2,30,30,723000,71825,10,73760,928280,7327,1619.8,2168.1
161,4,2,2,30,30,743520,74048,10,76420,1003820,7610,1600.5,2144.4
171,4,2,2,30,30,900500,89789,10,93640,1095640,9336,1585.8,2133.4
181,4,2,2,30,30,805820,79477,10,82440,1179080,8130,1569.6,2107.1
