time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,1,0,0,0,0.0,0.0
20,4,2,2,19,19,27140,2702,1,3040,2080,302,548.0,548.0
30,4,2,2,19,19,230320,22892,1,23940,25340,2379,310.5,310.5
40,4,2,2,19,19,496400,49378,1,49940,76200,4967,206.6,206.6
50,4,2,2,19,19,998640,99298,1,104520,178540,10392,145.4,145.4
60,4,2,2,19,19,843200,83883,1,85540,265060,8509,126.0,126.0
70,4,2,2,19,19,850440,84764,1,86100,352180,8581,116.2,116.2
80,4,2,2,19,19,1130460,112786,1,115500,468080,11523,109.1,109.1
90,4,2,2,19,19,885020,87939,1,89420,559000,8885,106.0,106.0
100,4,2,2,19,19,887900,88339,1,90560,650040,9010,103.1,103.1
110,4,2,2,19,19,1145780,114155,1,116360,767260,11593,100.9,100.9
120,4,2,2,19,19,850560,84666,1,85740,854520,8534,99.1,99.1
130,4,2,2,19,19,852320,84909,1,86960,942260,8663,98.0,98.0
140,4,2,2,19,19,1127020,112387,1,116700,1057080,11637,97.0,97.0
150,4,2,2,19,19,875900,87293,1,90580,1146800,9027,96.5,96.5
160,4,2,2,19,19,889620,88713,1,91700,1237500,9144,95.8,95.8
170,4,2,2,19,19,1153000,114840,1,118240,1355840,11776,95.2,95.2
180,4,2,2,19,19,880980,87729,1,90000,1445800,8962,94.7,94.7
