time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,0,0,0,0,0.0,0.0
20,4,2,2,21,21,251880,24388,1,25480,25760,2467,338.6,338.6
30,4,2,2,21,21,400620,39914,1,41260,65880,4110,183.7,183.7
40,4,2,2,21,21,642920,64150,1,65180,132240,6503,148.5,148.5
50,4,2,2,21,21,1002800,99632,1,103520,234420,10285,131.3,131.3
60,4,2,2,21,21,807600,80470,1,84160,317480,8385,124.7,124.7
70,4,2,2,21,21,783460,77987,1,78760,397640,7839,121.8,121.8
80,4,2,2,21,21,1067960,106519,1,109960,507200,10967,118.1,118.1
90,4,2,2,21,21,802280,79876,1,80960,588840,8060,116.8,116.8
100,4,2,2,21,21,777240,77268,1,80940,668360,8046,115.4,115.4
110,4,2,2,21,21,1074420,107056,1,108860,779220,10846,113.6,113.6
120,4,2,2,21,21,787300,78533,1,80640,859420,8043,112.9,112.9
130,4,2,2,21,21,808680,80618,1,81740,941860,8148,112.3,112.3
140,4,2,2,21,21,1061120,105762,1,107120,1050780,10676,111.5,111.5
150,4,2,2,21,21,823860,82139,1,84120,1135140,8386,111.0,111.0
160,4,2,2,21,21,812280,80839,1,83100,1218380,8270,110.8,110.8
170,4,2,2,21,21,1061300,105812,1,109620,1327200,10929,110.5,110.5
180,4,2,2,21,21,803540,80073,1,81940,1409260,8165,110.3,110.3
