time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,11380,1128,1,1320,1180,130,4.2,4.2
30,4,4,4,21,21,57660,5680,1,5540,7100,545,2.3,2.3
40,4,4,4,21,21,68960,6881,1,6380,14160,636,1.8,1.8
50,4,4,4,21,21,69940,6980,1,6920,21480,690,1.6,1.6
60,4,4,4,21,21,99880,9968,1,10580,31600,1055,1.5,1.5
70,4,4,4,21,21,75940,7579,1,8160,39360,814,1.4,1.4
80,4,4,4,21,21,77940,7782,1,7540,47260,752,1.4,1.4
90,4,4,4,21,21,101740,10139,1,10240,57840,1020,1.3,1.3
100,4,4,4,21,21,77980,7785,1,8420,65760,840,1.3,1.3
110,4,4,4,21,21,76640,7650,1,7360,73700,734,1.3,1.3
120,4,4,4,21,21,104480,10433,1,10740,84320,1072,1.3,1.3
130,4,4,4,21,21,77060,7694,1,7680,92260,766,1.2,1.2
140,4,4,4,21,21,77960,7778,1,8320,100180,830,1.2,1.2
150,4,4,4,21,21,103480,10330,1,10680,110780,1066,1.2,1.2
160,4,4,4,21,21,76740,7663,1,7660,118700,764,1.2,1.2
170,4,4,4,21,21,78220,7809,1,8260,126680,824,1.2,1.2
180,4,4,4,21,21,103720,10351,1,10720,137300,1069,1.2,1.2
