time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,20,1,1,0,0,0,0.0,0.0
20,4,2,2,19,19,9500,945,1,960,1020,95,2.7,2.7
30,4,2,2,19,19,70660,7032,1,7120,8240,708,1.4,1.4
40,4,2,2,19,19,103700,10349,1,10260,18820,1023,1.3,1.3
50,4,2,2,19,19,77620,7748,1,7840,26880,782,1.2,1.2
60,4,2,2,19,19,79120,7898,1,8000,34980,798,1.2,1.2
70,4,2,2,19,19,105880,10572,1,10900,45860,1088,1.2,1.2
80,4,2,2,19,19,78500,7839,1,7700,54000,769,1.2,1.2
90,4,2,2,19,19,79820,7958,1,8040,62120,801,1.2,1.2
100,4,2,2,19,19,104220,10407,1,10420,72920,1040,1.1,1.1
110,4,2,2,19,19,80640,8051,1,8160,81100,814,1.1,1.1
120,4,2,2,19,19,77620,7751,1,7640,89260,762,1.1,1.1
130,4,2,2,19,19,80000,7989,1,7660,97420,765,1.1,1.1
140,4,2,2,19,19,106260,10610,1,11100,108340,1108,1.1,1.1
150,4,2,2,19,19,79260,7916,1,7840,116500,783,1.1,1.1
160,4,2,2,19,19,79140,7904,1,7660,124700,765,1.1,1.1
170,4,2,2,19,19,107380,10720,1,11240,135660,1122,1.1,1.1
180,4,2,2,19,19,80420,8032,1,8300,143820,829,1.1,1.1
