time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,0,0,0,0,0,0,0.0,0.0
20,4,2,2,19,19,333800,32645,1,34500,33500,3374,261.2,261.2
30,4,2,2,19,19,667680,66330,1,67760,101420,6731,163.3,163.3
40,4,2,2,19,19,830400,82430,1,85300,187340,8467,132.2,132.2
50,4,2,2,19,19,1134080,113136,1,117760,302780,11747,113.7,113.7
60,4,2,2,19,19,869380,86514,1,89120,391420,8868,107.4,107.4
70,4,2,2,19,19,883860,88235,1,90560,481340,9040,103.8,103.8
80,4,2,2,19,19,1155260,115146,1,120360,600240,11996,99.0,99.0
90,4,2,2,19,19,888260,88313,1,91040,690560,9051,97.2,97.2
100,4,2,2,19,19,905320,90306,1,91740,783000,9151,96.0,96.0
110,4,2,2,19,19,1205540,120073,1,123520,906880,12302,93.9,93.9
120,4,2,2,19,19,896320,89399,1,91920,998680,9168,92.9,92.9
130,4,2,2,19,19,869160,86500,1,87880,1087560,8746,92.2,92.2
140,4,2,2,19,19,860580,85663,1,87560,1176180,8715,91.5,91.5
150,4,2,2,19,19,1168560,116646,1,118760,1295560,11854,90.8,90.8
160,4,2,2,19,19,913840,90974,1,93580,1389580,9316,90.2,90.2
170,4,2,2,19,19,858160,85619,1,88780,1477360,8857,90.0,90.0
180,4,2,2,19,19,1208060,120564,1,125240,1600660,12499,89.5,89.5
