time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,21,21,0,0,0,0,0,0,0.0,0.0
20,4,2,2,21,21,3480,346,1,460,400,45,3.0,3.0
30,4,2,2,21,21,62100,6162,1,6140,6800,609,1.6,1.6
40,4,2,2,21,21,78240,7811,1,7320,14740,730,1.4,1.4
50,4,2,2,21,21,103340,10318,1,11020,25420,1100,1.2,1.2
60,4,2,2,21,21,78880,7875,1,7960,33520,794,1.2,1.2
70,4,2,2,21,21,79680,7956,1,7940,41680,792,1.2,1.2
80,4,2,2,21,21,105820,10567,1,10420,52500,1040,1.2,1.2
90,4,2,2,21,21,80260,8005,1,7780,60640,775,1.2,1.2
100,4,2,2,21,21,79240,7904,1,8500,68800,847,1.1,1.1
110,4,2,2,21,21,106060,10592,1,10720,79660,1070,1.1,1.1
120,4,2,2,21,21,79720,7961,1,8460,87820,844,1.1,1.1
130,4,2,2,21,21,79660,7951,1,7720,96000,770,1.1,1.1
140,4,2,2,21,21,104700,10449,1,10780,106920,1075,1.1,1.1
150,4,2,2,21,21,80060,7995,1,8080,115120,806,1.1,1.1
160,4,2,2,21,21,79120,7901,1,7700,123300,769,1.1,1.1
170,4,2,2,21,21,106740,10659,1,10740,134200,1072,1.1,1.1
180,4,2,2,21,21,80980,8088,1,8620,142440,860,1.1,1.1
