time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,27660,2744,1,3140,2220,311,718.6,718.6
30,4,4,4,19,19,128700,12659,1,13900,15900,1367,921.7,921.7
40,4,4,4,19,19,187380,18665,1,18900,34720,1882,657.9,657.9
50,4,4,4,19,19,303200,30226,1,30440,65400,3034,471.3,471.3
60,4,4,4,19,19,731200,72633,1,75760,140500,7525,300.3,300.3
70,4,4,4,19,19,596280,59390,1,61340,200920,6109,253.2,253.2
80,4,4,4,19,19,628940,62680,1,64300,265660,6408,224.7,224.7
90,4,4,4,19,19,871440,86753,1,89720,354600,8931,200.7,200.7
100,4,4,4,19,19,649840,64615,1,66040,421000,6566,188.0,188.0
110,4,4,4,19,19,658160,65664,1,67760,488640,6760,179.9,179.9
120,4,4,4,19,19,839680,83658,1,84960,574280,8464,173.1,173.1
130,4,4,4,19,19,649060,64724,1,67100,640620,6691,168.7,168.7
140,4,4,4,19,19,642580,64084,1,65440,706600,6526,164.7,164.7
150,4,4,4,19,19,878280,87460,1,89940,796300,8956,160.2,160.2
160,4,4,4,19,19,639020,63672,1,65620,861860,6538,158.1,158.1
170,4,4,4,19,19,651720,65015,1,67400,928700,6723,156.2,156.2
180,4,4,4,19,19,872940,87067,1,88620,1018560,8839,154.0,154.0
