time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,30,30,0,0,0,0,0,0,0.0,0.0
20,4,4,4,30,30,57260,5681,10,6500,80,644,818.5,2919.0
30,4,4,4,30,30,34240,3390,10,5060,1540,501,6754.1,11895.4
40,4,4,4,30,30,125220,12462,10,10820,12640,1076,11378.7,15096.0
50,4,4,4,30,30,126920,12577,10,13140,25860,1302,10899.4,18775.4
60,4,4,4,30,30,183800,18250,10,19940,44820,1979,8553.8,12450.1
70,4,4,4,30,30,298900,29570,10,29960,75300,2963,6669.1,9425.1
80,4,4,4,30,30,297400,29671,10,29820,104840,2975,5625.4,7654.3
90,4,4,4,30,30,418460,41584,10,43140,148760,4286,4676.9,6148.2
100,4,4,4,30,30,466200,46332,10,47980,196120,4768,4142.3,5445.2
110,4,4,4,30,30,474820,46771,10,48840,244440,4810,3756.3,4953.3
120,4,4,4,30,30,420600,41763,10,44480,287980,4416,3498.9,4241.5
130,4,4,4,30,30,482780,48009,10,50140,338000,4986,3307.5,3817.9
140,4,4,4,30,30,475080,47323,10,48140,386520,4795,3163.8,3819.9
151,4,4,4,30,30,464320,46270,10,48700,434080,4853,3059.1,3821.9
161,4,4,4,30,30,473860,47150,10,48900,483120,4865,2986.9,3810.1
171,4,4,4,30,30,466040,46367,10,46980,531040,4674,2924.4,3820.8
181,4,4,4,30,30,471420,46935,10,47300,578460,4709,2873.1,3860.8
