time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,19,19,0,0,0,0,0,0,0.0,0.0
20,4,4,4,19,19,14540,1442,1,1520,460,150,1189.6,1189.6
30,4,4,4,19,19,100240,9994,1,11040,11380,1100,1476.6,1476.6
40,4,4,4,19,19,158660,15774,1,15380,27020,1529,957.1,957.1
50,4,4,4,19,19,265300,26426,1,27820,55200,2771,589.9,589.9
60,4,4,4,19,19,621600,61819,1,62920,117880,6257,362.8,362.8
70,4,4,4,19,19,646380,64412,1,66200,184200,6596,279.5,279.5
80,4,4,4,19,19,665860,66413,1,68500,252580,6832,236.6,236.6
90,4,4,4,19,19,845040,84075,1,86800,339300,8635,210.5,210.5
100,4,4,4,19,19,690820,68889,1,69760,409440,6956,195.9,195.9
110,4,4,4,19,19,671620,66921,1,69080,478260,6883,186.1,186.1
120,4,4,4,19,19,907440,90445,1,94320,570960,9400,175.7,175.7
130,4,4,4,19,19,664660,66320,1,68400,639560,6824,170.3,170.3
140,4,4,4,19,19,662980,66119,1,68040,707200,6785,166.5,166.5
150,4,4,4,19,19,910320,90804,1,92680,800960,9244,161.1,161.1
160,4,4,4,19,19,688700,68643,1,70040,871580,6980,157.8,157.8
170,4,4,4,19,19,698900,69646,1,72620,942260,7236,154.9,154.9
180,4,4,4,19,19,915200,91091,1,93880,1036280,9344,152.2,152.2
