time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,21,21,0,0,0,0,0,0,0.0,0.0
20,4,4,4,21,21,0,0,1,0,0,0,0.0,0.0
30,4,4,4,21,21,21660,2160,1,2200,2160,219,3.3,3.3
40,4,4,4,21,21,47120,4691,1,4920,7100,489,2.3,2.3
50,4,4,4,21,21,69580,6930,1,7300,14040,727,1.8,1.8
60,4,4,4,21,21,71800,7162,1,7480,21560,746,1.6,1.6
70,4,4,4,21,21,102920,10266,1,10820,31920,1079,1.5,1.5
80,4,4,4,21,21,77460,7733,1,8220,39880,820,1.4,1.4
90,4,4,4,21,21,79320,7907,1,8480,47880,845,1.3,1.3
100,4,4,4,21,21,103500,10331,1,10680,58560,1066,1.3,1.3
110,4,4,4,21,21,79160,7903,1,8060,66620,804,1.3,1.3
120,4,4,4,21,21,78300,7818,1,7800,74620,778,1.3,1.3
130,4,4,4,21,21,104660,10449,1,10820,85280,1080,1.2,1.2
140,4,4,4,21,21,79860,7974,1,7980,93360,796,1.2,1.2
150,4,4,4,21,21,78000,7788,1,7840,101380,782,1.2,1.2
160,4,4,4,21,21,104920,10467,1,10380,112140,1035,1.2,1.2
170,4,4,4,21,21,77140,7703,1,7800,120240,778,1.2,1.2
180,4,4,4,21,21,81120,8099,1,8300,128360,828,1.2,1.2
