time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,19,19,3240,323,1,280,400,27,3.9,3.9
20,4,2,2,19,19,63640,6286,1,6520,6880,644,1.5,1.5
30,4,2,2,19,19,77340,7713,1,7660,14780,763,1.3,1.3
40,4,2,2,19,19,103440,10326,1,11060,25460,1104,1.2,1.2
50,4,2,2,19,19,79340,7921,1,7920,33520,790,1.2,1.2
60,4,2,2,19,19,79360,7924,1,8500,41680,848,1.2,1.2
70,4,2,2,19,19,106920,10677,1,10800,52560,1078,1.2,1.2
80,4,2,2,19,19,81940,8182,1,8440,60760,842,1.1,1.1
90,4,2,2,19,19,77700,7746,1,8060,68920,803,1.1,1.1
100,4,2,2,19,19,107280,10713,1,11100,79760,1108,1.1,1.1
110,4,2,2,19,19,77920,7779,1,7760,87920,774,1.1,1.1
120,4,2,2,19,19,81180,8106,1,8700,96100,868,1.1,1.1
130,4,2,2,19,19,106100,10596,1,10800,107000,1078,1.1,1.1
140,4,2,2,19,19,80720,8060,1,8480,115180,846,1.1,1.1
150,4,2,2,19,19,79760,7965,1,8700,123380,868,1.1,1.1
160,4,2,2,19,19,80060,7995,1,7880,131580,786,1.1,1.1
170,4,2,2,19,19,106740,10660,1,10600,142540,1058,1.1,1.1
180,4,2,2,19,19,79320,7921,1,8720,150740,870,1.1,1.1
