topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
2,10,2,10,10,1,1,10,1024,100,5,0,8281.916667
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,53.16666667
4,10,4,10,10,1,1,10,1024,100,5,29,4791.083333
2,10,4,1000000,1,0,1000,1000,512,10000,2,29,-59.83333333
2,1,2,1000000,1,0,1000,1000,1024,10000,5,29,-1.166666667
4,1,2,1000000,10,1,1000,10,512,100,2,0,-0.25
2,10,2,10,10,0,1,10,1024,100,2,29,9100.166667
4,1,4,1000000,10,0,1000,10,1024,100,5,29,-32.41666667
2,10,2,10,1,1,1000,1000,1024,10000,2,0,46684.08333
2,1,2,1000000,10,0,1000,10,512,100,5,0,0
4,1,4,10,10,0,1,1000,1024,10000,2,0,8855.583333
4,1,4,10,1,0,1,1000,512,10000,5,29,899.5
2,1,2,10,10,0,1,10,1024,100,2,29,9123.333333
2,1,4,10,1,1,1000,10,512,100,5,29,23231.41667
4,1,4,10,1,0,1,1000,1024,10000,5,0,888.5833333
2,10,2,10,10,0,1,10,1024,100,5,29,8358.166667
2,1,4,10,10,0,1,1000,512,10000,2,0,9170.583333
4,1,2,10,10,0,1,1000,512,10000,5,29,5372.75
2,10,4,1000000,10,1,1,10,512,100,5,29,0
4,10,4,10,1,0,1,10,512,100,2,0,906.1666667
2,10,4,10,1,1,1000,1000,512,10000,5,0,18728.75
4,1,2,1000000,1,1,1,1000,512,10000,2,29,197.8333333
2,10,4,1000000,1,0,1000,10,512,100,5,0,2.5
4,10,2,1000000,1,1,1,1000,512,10000,2,0,182.1666667
2,10,4,1000000,1,0,1,10,512,100,2,29,149.5
2,1,2,10,1,1,1000,1000,512,10000,5,29,18783
2,1,4,1000000,1,1,1000,1000,1024,10000,5,29,-1.416666667
4,10,4,10,10,1,1000,10,512,100,5,29,12062.66667
2,10,4,10,1,0,1000,10,512,100,5,0,18590.5
4,1,4,1000000,1,0,1000,1000,1024,10000,5,29,0.916666667
2,1,2,1000000,1,0,1,1000,512,10000,5,0,0.083333333
2,1,4,1000000,10,1,1,1000,512,10000,2,29,0
2,10,4,1000000,1,0,1000,1000,1024,10000,5,0,3.75
2,10,4,1000000,10,1,1,1000,1024,10000,5,29,0
2,10,2,10,1,0,1,10,1024,100,2,0,912.3333333
4,10,4,10,10,1,1,10,1024,100,2,29,8857.25
2,1,2,10,1,1,1000,10,1024,100,5,29,18046.91667
4,10,4,10,1,0,1,10,1024,100,2,29,906
2,10,2,1000000,1,1,1000,1000,1024,10000,5,29,-0.666666667
4,10,4,1000000,1,0,1,10,512,100,5,29,58.16666667
2,10,2,1000000,1,0,1000,1000,1024,10000,2,29,17.5
2,10,2,10,10,1,1000,1000,512,10000,2,29,47337.83333
4,1,4,1000000,1,0,1,1000,512,10000,5,29,53.16666667
4,1,4,10,10,0,1,10,512,100,5,0,4957.833333
2,10,4,10,1,0,1,1000,1024,10000,2,0,905.0833333
4,1,4,10,1,0,1000,1000,1024,10000,5,0,14841.5
4,1,2,10,10,0,1000,1000,512,10000,5,29,12236.33333
2,10,2,1000000,10,1,1000,10,1024,100,2,0,0
2,1,2,10,1,0,1000,10,512,100,5,0,11031.91667
2,10,2,1000000,10,0,1000,10,1024,100,5,29,0
4,1,2,10,1,0,1000,10,512,100,5,29,13669.41667
2,1,2,1000000,10,0,1000,10,1024,100,5,0,0
4,1,2,10,10,1,1000,10,1024,100,5,29,12844.08333
2,1,2,10,10,0,1000,1000,1024,10000,2,29,45184.66667
2,10,2,10,1,0,1000,1000,1024,10000,2,0,48611.25
2,10,2,1000000,1,1,1,10,512,100,2,0,154
2,1,4,1000000,1,1,1,10,1024,100,5,29,0.083333333
4,10,2,10,1,1,1,10,1024,100,2,29,899
4,10,2,1000000,1,1,1,10,512,100,5,29,48.83333333
2,1,4,10,10,0,1000,10,512,100,5,0,10543.5
4,10,4,10,1,1,1,10,1024,100,2,29,892.5833333
2,1,2,1000000,1,1,1,10,512,100,2,29,82
4,1,4,10,1,0,1,10,1024,100,2,29,907.6666667
4,1,4,10,1,0,1,10,512,100,2,29,918.25
4,10,4,10,10,0,1,10,512,100,2,29,8593.916667
2,10,2,1000000,1,0,1,1000,512,10000,5,0,0.083333333
4,1,2,10,1,1,1,1000,1024,10000,2,0,912.0833333
2,1,2,10,1,0,1000,10,1024,100,2,29,49097.91667
4,10,2,1000000,10,0,1000,10,1024,100,5,29,-21.66666667
2,1,4,10,10,0,1000,10,512,100,2,0,29165.25
4,10,2,10,1,1,1000,1000,1024,10000,2,0,36942.83333
4,1,4,1000000,10,1,1,10,512,100,2,0,342.8333333
4,10,4,10,10,0,1000,1000,512,10000,5,29,11964
4,10,2,1000000,1,0,1000,10,512,100,2,0,93.08333333
2,10,2,1000000,10,0,1,1000,512,10000,5,0,0
2,10,2,10,1,0,1,1000,1024,10000,2,0,896.6666667
2,10,2,10,1,0,1000,1000,512,10000,2,29,47927
2,10,2,10,1,0,1,1000,1024,10000,5,0,910
4,1,4,1000000,1,0,1,10,512,100,2,29,122.5
4,1,2,10,1,0,1000,1000,512,10000,5,0,5370.5
4,1,2,1000000,1,0,1,10,1024,100,5,0,40.33333333
4,10,2,10,1,1,1,1000,1024,10000,2,29,875.9166667
2,1,2,1000000,1,0,1,1000,1024,10000,2,0,88.83333333
4,1,4,10,10,0,1,1000,512,10000,5,0,4986
2,10,2,1000000,10,0,1,10,1024,100,2,0,0
2,10,2,1000000,1,0,1,1000,1024,10000,2,0,155.5
2,1,4,1000000,10,0,1000,10,1024,100,5,0,0
2,10,2,1000000,10,0,1000,1000,512,10000,2,0,0
2,1,2,1000000,10,0,1000,10,1024,100,5,29,0
2,1,2,10,10,1,1,10,512,100,2,0,9121.916667
2,1,4,10,1,0,1,10,512,100,5,0,920.8333333
2,1,2,10,10,0,1,1000,512,10000,5,29,8657.416667
4,1,2,1000000,1,1,1,10,512,100,5,0,42
4,1,2,10,1,0,1,1000,1024,10000,2,29,888.4166667
4,1,2,1000000,10,0,1,10,1024,100,5,29,69.91666667
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,-0.166666667
2,10,2,10,10,0,1000,1000,512,10000,5,29,17955.91667
4,1,4,10,10,1,1000,10,1024,100,5,29,11292.5
4,10,4,10,10,0,1000,1000,1024,10000,2,29,23759.83333
2,10,4,10,1,0,1,1000,512,10000,5,0,916.1666667
2,1,2,10,1,0,1000,10,512,100,2,29,50564.91667
4,10,2,10,1,0,1000,1000,512,10000,5,0,12659.91667
2,10,2,10,1,0,1000,10,1024,100,2,0,47050.83333
2,10,4,10,1,1,1,1000,512,10000,5,0,903.5
4,1,2,10,1,0,1,10,512,100,2,0,873.75
4,1,2,10,10,0,1000,1000,1024,10000,2,29,32219.41667
2,1,2,1000000,10,1,1,10,512,100,5,0,0
2,1,4,1000000,10,1,1,10,512,100,2,0,0
2,1,4,10,10,0,1,1000,1024,10000,2,29,9126.083333
2,10,4,1000000,10,0,1000,10,1024,100,5,0,0
4,1,2,1000000,10,0,1000,10,1024,100,2,0,39.41666667
2,1,4,1000000,1,0,1,10,512,100,2,0,84.83333333
2,1,2,1000000,1,1,1,1000,1024,10000,2,29,82.66666667
4,1,4,10,1,0,1,10,512,100,5,29,903.4166667
4,10,2,10,10,0,1,1000,1024,10000,5,29,4925.5
4,10,4,1000000,10,1,1000,10,1024,100,5,29,12.33333333
2,10,4,10,1,0,1000,10,1024,100,2,29,53477.25
2,10,4,1000000,10,0,1,10,1024,100,5,29,0
2,1,4,10,10,1,1,1000,512,10000,2,0,9193.583333
2,1,4,10,1,1,1000,1000,512,10000,5,29,23779.33333
4,10,2,1000000,10,0,1000,1000,1024,10000,2,29,8.75
2,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0
2,1,4,1000000,10,1,1000,1000,1024,10000,2,0,0
2,10,2,1000000,1,0,1000,10,512,100,5,29,101.0833333
4,1,2,10,1,1,1,1000,512,10000,5,29,855.9166667
4,1,2,1000000,1,0,1,1000,512,10000,2,0,191.5
4,1,2,10,1,0,1,1000,512,10000,5,0,893.6666667
2,1,2,1000000,10,1,1,1000,512,10000,2,29,0
4,10,2,10,10,0,1,1000,512,10000,2,0,8838.5
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,72.41666667
4,10,2,1000000,1,0,1,1000,512,10000,5,0,50.33333333
4,10,4,10,10,1,1,1000,1024,10000,2,0,8801.333333
2,1,2,10,1,0,1000,10,1024,100,5,29,18237.5
4,1,2,10,10,1,1000,1000,1024,10000,5,0,12329.75
2,1,2,1000000,1,0,1,1000,1024,10000,5,29,0
2,10,4,1000000,1,0,1,10,1024,100,2,0,157.5
4,1,2,10,10,0,1,10,512,100,2,0,8896.833333
2,10,2,1000000,10,1,1,10,1024,100,5,0,0
2,1,2,10,10,1,1000,10,512,100,5,29,20405.5
4,1,2,10,1,0,1,1000,512,10000,2,29,906.0833333
4,1,2,10,10,0,1000,1000,1024,10000,5,29,13393.66667
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,86.83333333
2,1,4,1000000,10,1,1,10,512,100,2,29,0
2,10,2,1000000,1,0,1000,1000,512,10000,5,0,73.08333333
2,10,4,10,10,0,1000,10,512,100,5,29,19585.83333
2,1,4,1000000,1,1,1,10,1024,100,2,29,84.5
2,10,2,10,10,0,1,10,1024,100,5,0,8232.666667
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,0
4,1,2,10,10,1,1,1000,1024,10000,5,29,5270.583333
2,10,4,1000000,1,0,1,10,1024,100,5,29,62.83333333
4,10,4,10,10,1,1000,1000,1024,10000,2,0,27345.75
2,1,4,1000000,10,1,1000,10,512,100,5,0,0
4,10,4,10,10,0,1,1000,512,10000,5,29,4770.083333
4,10,2,1000000,1,0,1,1000,512,10000,2,29,178.3333333
2,10,2,10,10,0,1000,10,512,100,2,0,49802.08333
4,1,4,10,10,1,1000,10,512,100,2,0,29889.16667
2,1,2,1000000,1,0,1000,1000,512,10000,2,0,157.8333333
2,10,4,1000000,1,1,1,1000,512,10000,2,0,152.1666667
4,10,4,10,10,1,1000,10,1024,100,2,0,24666.16667
4,1,2,10,10,1,1000,10,1024,100,2,0,33173.66667
2,10,4,10,10,1,1000,10,1024,100,2,0,45385.91667
2,10,2,1000000,10,1,1000,10,512,100,5,0,0
4,1,4,10,1,1,1,1000,1024,10000,5,0,871.9166667
2,10,2,10,10,1,1000,10,512,100,2,29,45358.08333
4,10,4,10,10,1,1000,10,1024,100,5,29,11099.25
4,10,2,1000000,10,0,1,1000,512,10000,2,29,-1.083333333
4,10,4,1000000,10,1,1,10,1024,100,5,0,0
2,1,2,10,1,1,1,10,512,100,5,0,917.5
4,1,2,10,10,1,1000,1000,512,10000,2,0,31748.41667
2,10,2,10,10,0,1000,10,1024,100,5,29,16981.91667
2,1,2,10,1,1,1,1000,1024,10000,5,0,922.5833333
4,1,2,1000000,1,1,1000,1000,512,10000,2,29,-4.083333333
4,1,2,1000000,10,1,1,1000,512,10000,5,29,-1
2,10,4,1000000,1,0,1000,1000,1024,10000,5,29,3.916666667
4,1,4,10,1,0,1000,10,1024,100,2,29,44964.41667
4,1,4,1000000,1,0,1000,1000,512,10000,5,0,-10.16666667
2,10,4,1000000,10,0,1,1000,1024,10000,5,0,0
2,1,2,10,10,0,1000,10,512,100,5,29,19336.25
4,1,2,10,10,1,1,10,512,100,2,0,8806.916667
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,-0.166666667
2,1,4,1000000,1,1,1,1000,512,10000,5,29,53.5
4,10,4,1000000,1,0,1000,10,512,100,5,0,-0.166666667
4,1,2,10,1,1,1,1000,1024,10000,5,29,889.5833333
4,1,4,1000000,1,1,1000,10,1024,100,2,0,-42.83333333
2,1,4,1000000,10,1,1,1000,512,10000,2,0,0
4,10,4,1000000,1,0,1,1000,512,10000,2,0,143
4,10,4,1000000,1,0,1,10,512,100,2,0,137.8333333
4,10,4,1000000,1,1,1,10,512,100,2,0,141.6666667
4,1,4,10,10,1,1000,1000,1024,10000,2,0,27924.66667
4,10,4,10,10,1,1000,1000,1024,10000,5,0,10381.75
2,10,4,10,10,0,1000,10,1024,100,5,0,20450.5
4,1,4,10,10,0,1000,1000,1024,10000,2,0,28181.58333
4,1,2,10,10,1,1000,1000,512,10000,5,29,12638.66667
2,1,4,1000000,10,1,1000,10,1024,100,2,0,0
4,1,4,1000000,1,1,1,10,512,100,5,0,49.33333333
4,10,4,1000000,10,0,1000,10,512,100,5,29,-0.25
2,10,4,10,10,0,1000,1000,1024,10000,2,29,44795.5
4,10,4,1000000,10,0,1000,10,1024,100,2,0,9.333333333
2,10,4,1000000,1,0,1000,10,512,100,2,0,0.25
4,10,2,1000000,10,0,1,1000,512,10000,5,29,37.75
2,1,2,10,10,1,1000,1000,1024,10000,2,0,47639.41667
4,1,2,1000000,10,0,1000,10,512,100,2,29,159.75
2,10,4,10,10,1,1,1000,1024,10000,5,0,8170.25
4,1,4,10,1,0,1,10,1024,100,5,29,900.4166667
2,1,4,1000000,10,0,1000,10,512,100,2,29,0
2,10,4,1000000,1,0,1000,1000,1024,10000,2,29,-69.08333333
2,1,4,10,1,0,1000,10,1024,100,2,29,60274.58333
4,10,2,10,10,1,1000,10,1024,100,2,0,30862.91667
4,1,2,10,10,0,1000,10,512,100,2,29,33954.91667
4,10,2,10,1,0,1000,10,1024,100,5,29,12002.41667
4,10,4,10,1,1,1000,1000,1024,10000,5,29,13473.66667
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,8.583333333
2,10,4,10,10,1,1000,1000,512,10000,2,29,45089.5
2,1,4,10,1,1,1000,10,1024,100,2,29,58318
2,1,4,1000000,1,1,1,10,512,100,2,0,80.16666667
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,8.833333333
2,1,4,10,10,1,1000,10,512,100,2,29,48685
4,1,4,10,10,1,1000,10,1024,100,2,0,28133.41667
2,10,4,1000000,10,1,1000,10,1024,100,5,29,0
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,37.83333333
2,1,2,1000000,1,1,1000,1000,1024,10000,5,0,-0.833333333
2,1,2,10,1,1,1000,10,512,100,5,29,18439.83333
4,1,4,10,1,1,1000,10,1024,100,2,29,45073
4,1,2,1000000,10,0,1000,10,1024,100,5,29,12.41666667
4,1,4,10,1,0,1000,10,1024,100,5,29,15182.25
2,10,4,10,1,1,1,10,512,100,2,29,901.6666667
2,10,2,1000000,10,0,1000,1000,512,10000,5,0,0
2,1,4,1000000,10,0,1,10,1024,100,5,0,0
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,4.75
4,1,2,1000000,10,1,1000,10,1024,100,5,0,41.66666667
4,1,2,1000000,10,1,1000,10,1024,100,2,0,-0.166666667
2,10,4,10,1,1,1000,10,1024,100,2,29,52501.83333
2,10,4,1000000,10,0,1000,1000,1024,10000,2,0,0
2,1,2,10,1,0,1000,1000,1024,10000,5,0,18694.5
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,29.08333333
4,10,2,10,1,1,1000,10,512,100,5,0,12156.5
2,1,4,10,1,1,1000,1000,1024,10000,5,29,22650.25
2,1,4,10,1,1,1,1000,1024,10000,5,0,910.1666667
4,1,4,1000000,1,1,1000,1000,1024,10000,5,29,0
4,10,2,10,10,1,1000,10,512,100,2,29,32097
4,10,2,10,10,1,1,10,512,100,2,0,8876.5
4,10,2,1000000,1,1,1000,10,512,100,2,0,438.3333333
2,1,4,10,10,0,1,10,1024,100,2,29,9192.916667
4,10,4,1000000,10,1,1000,10,1024,100,5,0,-0.25
4,1,2,1000000,1,1,1000,10,1024,100,2,0,312.4166667
4,10,4,1000000,1,1,1000,10,512,100,2,0,443.3333333
4,10,2,10,1,0,1,1000,512,10000,5,0,890.5
4,10,4,10,1,1,1,10,1024,100,5,29,884.75
4,10,2,1000000,1,1,1000,10,1024,100,2,0,-30.66666667
2,10,4,1000000,10,1,1000,10,1024,100,2,29,0
2,1,4,10,1,0,1,10,1024,100,5,29,932
4,1,2,10,1,0,1000,10,512,100,2,29,29091.08333
2,10,4,10,1,0,1000,1000,512,10000,5,0,18176.83333
2,10,4,10,10,1,1,1000,512,10000,5,0,8244
2,1,2,1000000,10,1,1,10,512,100,2,29,0
2,1,2,10,10,0,1,10,512,100,2,29,9135.5
2,1,4,1000000,10,0,1000,10,1024,100,2,29,0
4,1,2,1000000,10,0,1000,1000,1024,10000,5,0,8
2,1,2,1000000,10,1,1000,10,512,100,5,29,0
2,1,2,10,10,0,1000,1000,512,10000,5,0,10618.75
2,1,2,1000000,1,1,1000,10,1024,100,5,29,-0.083333333
2,1,2,10,1,0,1,10,1024,100,2,29,901.5833333
4,10,4,10,10,1,1000,1000,512,10000,5,0,11117.75
4,10,2,1000000,10,1,1000,10,512,100,5,29,-0.083333333
4,10,4,1000000,10,0,1000,1000,512,10000,5,0,0.916666667
2,10,4,1000000,1,0,1000,1000,512,10000,5,0,59.16666667
2,1,4,10,1,1,1000,1000,1024,10000,5,0,22712.58333
2,1,4,1000000,10,1,1,10,1024,100,5,29,0
2,1,4,1000000,10,1,1,1000,1024,10000,5,0,0
4,10,4,1000000,10,0,1,1000,512,10000,5,29,0.25
4,1,4,10,10,1,1,10,512,100,2,0,8943.666667
4,1,4,10,10,1,1000,10,1024,100,5,0,11080.83333
2,1,4,1000000,10,0,1,1000,512,10000,5,29,0
2,10,4,10,10,0,1000,10,512,100,5,0,19705.83333
4,10,2,10,10,0,1000,10,1024,100,5,29,12115
2,1,4,1000000,10,0,1000,1000,512,10000,5,0,0
2,1,2,10,1,0,1,10,512,100,2,0,925.25
2,10,2,10,1,1,1,1000,1024,10000,2,29,905.5833333
2,10,4,10,10,1,1000,1000,512,10000,5,29,19925.08333
4,10,4,10,1,0,1000,10,512,100,5,29,13045.75
4,10,4,1000000,1,0,1000,1000,1024,10000,2,29,-18.25
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,0.416666667
4,1,2,10,1,1,1,10,1024,100,5,29,883.0833333
4,10,4,10,1,1,1000,10,512,100,5,0,12907.66667
4,10,2,10,10,1,1000,10,512,100,5,0,12030.33333
4,10,4,10,1,1,1,1000,1024,10000,5,29,897.5833333
4,10,4,10,1,0,1,10,512,100,2,29,908.75
2,1,4,1000000,1,0,1,10,512,100,5,29,50.83333333
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,355.9166667
2,10,2,1000000,1,1,1000,1000,1024,10000,2,29,29
4,10,2,10,1,1,1000,10,512,100,5,29,12594.5
2,10,4,10,1,1,1000,10,512,100,5,0,18072.16667
4,1,4,10,1,0,1,1000,512,10000,2,0,917.9166667
4,10,4,10,1,1,1,1000,512,10000,5,29,867.3333333
4,1,4,10,1,0,1000,10,1024,100,5,0,14876.83333
2,1,4,10,1,1,1000,10,1024,100,5,0,23319.16667
4,10,4,10,1,1,1,1000,512,10000,2,29,901.9166667
4,1,4,10,10,1,1,10,512,100,5,29,5037.333333
2,10,4,1000000,1,1,1,10,1024,100,5,29,62.16666667
4,10,2,10,1,1,1,10,1024,100,5,29,847.6666667
4,10,4,10,10,0,1,1000,1024,10000,5,29,4889.416667
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,6.5
4,1,4,1000000,10,0,1,1000,512,10000,2,29,337.75
2,10,2,1000000,10,1,1000,1000,512,10000,5,0,0
4,10,4,10,10,0,1,1000,512,10000,2,0,8761.25
4,10,4,10,1,1,1000,1000,512,10000,5,29,12908.75
2,10,2,10,10,0,1,1000,512,10000,5,29,8171.583333
2,10,4,10,10,1,1000,10,512,100,5,29,20697.5
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,-5.916666667
4,1,4,1000000,10,1,1,1000,512,10000,2,29,433.8333333
2,10,2,1000000,1,0,1,10,1024,100,2,0,157.6666667
2,1,2,10,10,0,1000,1000,512,10000,5,29,20223.08333
4,1,4,1000000,10,1,1000,10,512,100,5,29,0
4,10,4,10,10,1,1,10,512,100,5,29,4857.166667
2,10,2,1000000,1,0,1,1000,1024,10000,2,29,156.3333333
2,10,4,1000000,1,1,1000,10,512,100,5,0,-0.75
2,10,2,1000000,1,1,1,1000,512,10000,5,0,62.33333333
2,10,2,10,10,0,1,10,512,100,2,0,9151.416667
4,10,4,10,1,0,1000,1000,1024,10000,2,0,43086.91667
4,1,4,1000000,10,1,1,10,1024,100,2,29,346.1666667
2,1,2,1000000,10,1,1,1000,1024,10000,2,0,0
4,1,4,10,10,1,1,10,1024,100,2,0,8879.333333
4,10,2,10,1,1,1,1000,512,10000,2,0,895.1666667
4,1,4,10,10,0,1000,10,1024,100,5,0,11515.16667
2,1,4,1000000,10,1,1000,10,1024,100,2,29,0
2,1,2,1000000,10,1,1,1000,512,10000,5,29,0
2,1,2,1000000,10,1,1000,1000,1024,10000,2,0,0
4,10,4,1000000,1,1,1,1000,512,10000,2,29,143.3333333
2,10,4,10,10,0,1,1000,1024,10000,5,0,8207.833333
4,1,4,10,1,0,1,10,512,100,5,0,903.1666667
2,1,2,1000000,1,1,1,10,512,100,5,0,50.5
2,10,2,1000000,1,0,1000,10,1024,100,5,29,-1.083333333
2,1,2,10,1,0,1,10,512,100,2,29,920.3333333
2,10,2,1000000,10,0,1000,1000,1024,10000,2,0,0
2,1,2,1000000,10,0,1000,1000,512,10000,2,0,0
2,1,2,10,1,1,1,1000,512,10000,5,0,904
2,10,4,10,10,1,1000,10,1024,100,5,29,19556.08333
2,1,4,10,1,0,1000,10,512,100,2,0,58598.41667
4,10,4,1000000,10,1,1000,1000,512,10000,2,0,13.16666667
2,10,2,10,1,0,1000,10,512,100,5,0,16712.58333
4,10,4,10,10,1,1000,10,512,100,2,0,26141
2,10,4,10,1,0,1,1000,1024,10000,2,29,904.0833333
4,1,4,10,10,1,1,1000,1024,10000,2,0,8807.833333
4,1,4,1000000,10,0,1000,10,512,100,5,29,8.25
4,10,2,1000000,10,1,1,1000,512,10000,2,0,-4.833333333
2,1,4,10,10,1,1000,1000,512,10000,5,29,18577.83333
2,1,2,10,10,0,1000,1000,1024,10000,5,29,20413.33333
2,10,2,10,1,1,1000,10,512,100,5,29,16855
4,10,2,10,10,0,1,1000,1024,10000,2,0,8678.75
4,10,4,1000000,10,0,1,10,1024,100,2,29,4.25
4,1,2,10,10,1,1,10,1024,100,2,0,8747.5
2,10,2,1000000,1,1,1,1000,1024,10000,5,0,0.083333333
2,10,4,10,10,0,1,10,1024,100,2,0,9142.083333
2,10,4,1000000,10,0,1,1000,512,10000,5,29,0
4,10,4,1000000,10,0,1,10,1024,100,5,0,-0.083333333
2,10,2,1000000,1,0,1,10,512,100,5,29,63.5
4,1,4,1000000,10,1,1000,1000,512,10000,5,29,-3.583333333
2,10,4,10,1,0,1000,1000,512,10000,2,29,55368.16667
4,10,4,1000000,1,0,1000,10,1024,100,5,29,7.083333333
2,10,4,1000000,1,1,1,1000,1024,10000,5,29,64.66666667
2,1,4,1000000,1,0,1000,10,512,100,2,0,0.583333333
2,10,4,1000000,1,0,1,10,512,100,5,29,63.83333333
4,10,2,1000000,10,1,1,1000,1024,10000,2,0,6
2,1,4,10,10,1,1,1000,1024,10000,5,0,8405.916667
4,1,4,10,10,0,1000,10,1024,100,2,29,28029.41667
4,10,2,10,10,0,1000,1000,1024,10000,5,0,11723.08333
2,10,2,1000000,10,0,1000,10,512,100,2,29,0
2,10,4,1000000,1,1,1,1000,1024,10000,2,29,151.6666667
4,10,4,10,10,0,1,1000,1024,10000,5,0,4806.916667
2,1,4,10,10,0,1,10,1024,100,5,0,8488.5
4,10,4,1000000,1,0,1000,10,512,100,2,29,99.58333333
4,1,2,1000000,1,0,1000,10,1024,100,2,29,-2
4,1,4,10,1,1,1,10,1024,100,5,0,885.5833333
4,10,2,10,10,1,1,1000,1024,10000,5,29,5042.583333
2,10,4,10,1,1,1,1000,512,10000,2,29,913.25
4,1,2,10,10,0,1,10,1024,100,5,0,5484.416667
4,10,2,10,10,0,1,1000,1024,10000,2,29,8670.666667
4,10,2,1000000,1,1,1000,1000,1024,10000,2,0,-14.08333333
2,10,4,1000000,10,1,1,1000,1024,10000,5,0,0
4,10,4,10,1,0,1000,1000,1024,10000,2,29,43862.08333
4,1,4,1000000,1,0,1000,10,512,100,5,29,7.666666667
2,1,2,10,10,0,1000,10,512,100,2,29,44789.58333
4,1,2,1000000,10,0,1000,1000,1024,10000,2,0,13.16666667
4,1,4,1000000,1,1,1000,10,512,100,2,29,-61.08333333
2,1,2,10,10,1,1,10,512,100,5,0,8542.25
2,10,2,1000000,10,1,1,10,512,100,5,29,0
4,10,4,1000000,10,0,1000,10,1024,100,2,29,5.5
4,10,4,10,1,1,1,1000,512,10000,2,0,883.5833333
2,10,2,10,10,0,1000,10,512,100,2,29,49162.66667
4,1,4,1000000,10,0,1,10,1024,100,5,0,9.916666667
2,1,4,1000000,1,0,1000,1000,1024,10000,5,0,10.25
4,10,4,1000000,10,0,1,1000,512,10000,5,0,1.25
2,1,2,1000000,1,0,1000,10,1024,100,2,0,-0.666666667
2,10,4,10,1,0,1000,10,512,100,5,29,18469.16667
2,10,4,10,1,1,1,10,1024,100,5,0,911.0833333
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,48
4,1,4,10,10,1,1,1000,1024,10000,5,0,5103.416667
2,1,4,1000000,10,1,1000,10,512,100,5,29,0
2,10,2,10,10,0,1000,1000,512,10000,2,0,46868
2,10,2,10,10,0,1,10,512,100,5,0,8380
2,1,4,10,1,1,1,1000,512,10000,5,29,920.75
4,10,2,10,10,0,1,1000,512,10000,5,29,4982.083333
4,10,2,1000000,1,0,1000,10,1024,100,2,29,-10.33333333
4,1,2,10,10,1,1000,1000,1024,10000,2,29,32805.5
4,10,2,1000000,1,0,1,10,1024,100,5,29,50.5
4,10,2,10,1,1,1,1000,1024,10000,2,0,895.4166667
2,10,2,1000000,10,0,1,10,512,100,2,0,0
4,10,2,1000000,10,0,1000,1000,1024,10000,2,0,-11.83333333
4,10,2,10,10,1,1000,1000,1024,10000,2,29,31501.66667
2,10,4,1000000,1,1,1,10,1024,100,2,0,153.1666667
2,1,4,10,1,1,1000,1000,512,10000,2,29,59035.41667
2,1,4,10,10,0,1,1000,512,10000,2,29,9143.583333
2,10,4,10,10,0,1000,1000,512,10000,2,29,45499.66667
4,10,2,10,10,0,1,10,512,100,5,0,4948
2,1,4,10,10,0,1,1000,1024,10000,5,0,8507.583333
4,10,4,1000000,10,0,1000,10,512,100,2,0,13
4,10,4,1000000,1,0,1,10,1024,100,2,29,140.8333333
2,1,2,10,1,1,1,1000,1024,10000,2,0,912.9166667
2,10,2,1000000,1,1,1000,1000,1024,10000,5,0,8.416666667
2,1,4,10,1,1,1,1000,1024,10000,2,0,917.25
2,1,2,10,10,1,1,1000,512,10000,5,29,8787.25
2,1,4,10,10,1,1,10,512,100,5,29,8609.416667
4,1,2,1000000,1,1,1000,1000,1024,10000,2,0,-11.16666667
2,1,4,1000000,10,0,1,1000,1024,10000,5,0,0
2,10,4,10,10,0,1000,10,1024,100,2,29,46939.91667
2,10,4,10,10,1,1,1000,1024,10000,2,0,9132.166667
4,1,2,10,1,1,1000,1000,1024,10000,2,0,28592.75
2,10,2,10,1,0,1000,10,512,100,2,0,45961.66667
2,1,2,10,1,1,1000,1000,512,10000,2,29,52250.75
4,10,4,10,10,1,1,10,512,100,5,0,4804.75
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,9.333333333
4,1,2,10,10,1,1,1000,512,10000,2,0,8888.416667
4,10,2,1000000,10,1,1000,10,1024,100,5,0,-19.08333333
4,10,2,1000000,10,0,1000,1000,512,10000,2,0,-20.16666667
