topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
4,10,2,10,10,0,1000,1000,512,10000,2,29,4993
4,10,4,10,1,1,1,1000,512,10000,2,29,889.4166667
4,1,2,1000000,1,0,1000,10,1024,100,5,29,7371
2,1,2,10,10,1,1,10,1024,100,5,0,6398.416667
2,1,4,10,10,0,1000,10,512,100,5,29,7990.25
4,1,2,10,10,1,1,10,1024,100,2,29,4236.833333
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,5342.083333
4,1,2,1000000,1,1,1,10,512,100,2,0,883.5
2,1,4,1000000,10,1,1000,10,512,100,5,29,8155.583333
2,1,2,10,1,0,1,1000,1024,10000,2,29,907.8333333
4,1,4,1000000,10,1,1000,10,1024,100,5,0,3751.666667
2,10,2,1000000,10,1,1000,10,512,100,5,29,9249
2,10,2,1000000,1,1,1,10,512,100,2,29,905.6666667
4,1,4,1000000,1,1,1,1000,1024,10000,5,0,893.0833333
4,1,2,1000000,1,1,1000,1000,1024,10000,2,29,7556.25
4,10,2,10,10,0,1,1000,512,10000,5,29,4068.833333
4,1,2,1000000,1,1,1000,10,512,100,2,29,7247.25
2,1,2,1000000,10,1,1000,10,512,100,5,29,9162.416667
4,10,4,1000000,10,1,1000,10,1024,100,2,29,4033.25
4,10,4,1000000,1,1,1000,10,512,100,5,29,6200.083333
4,1,2,10,1,0,1,10,512,100,2,0,869.75
2,1,4,1000000,1,1,1000,10,1024,100,5,0,9360.25
4,10,2,1000000,1,1,1000,10,1024,100,2,29,6760.75
4,10,4,10,10,0,1,10,512,100,2,0,2961.5
2,1,2,1000000,1,0,1000,1000,512,10000,5,29,10066.41667
4,1,2,10,10,0,1,1000,512,10000,2,29,4130.833333
2,1,4,10,10,1,1000,10,1024,100,2,29,8279.25
2,10,4,1000000,1,1,1000,1000,512,10000,5,29,9293.5
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,865.3333333
2,10,4,10,1,1,1,1000,512,10000,2,29,895.75
2,10,2,1000000,1,1,1,1000,1024,10000,2,29,894.75
4,10,2,10,1,1,1,1000,1024,10000,2,0,853.8333333
2,1,2,1000000,1,1,1,10,1024,100,2,0,904.5
4,10,2,1000000,10,0,1,10,512,100,5,29,4132.416667
4,1,4,1000000,1,0,1,10,1024,100,5,0,893.8333333
4,10,2,1000000,10,1,1000,10,1024,100,5,29,5353.083333
4,10,4,1000000,1,1,1,10,512,100,2,29,864.8333333
4,1,4,1000000,1,0,1000,1000,512,10000,2,29,6169.333333
4,1,4,1000000,10,1,1000,10,512,100,5,0,4121.166667
2,10,4,10,10,1,1,10,1024,100,2,29,6183.25
4,10,4,10,10,0,1,10,1024,100,2,29,3031.833333
2,1,4,10,10,0,1000,1000,512,10000,5,0,8493.166667
4,10,4,10,1,1,1,1000,512,10000,2,0,884.1666667
4,10,2,1000000,1,0,1000,10,1024,100,5,29,7388.416667
2,10,4,1000000,1,0,1,10,512,100,2,0,907.75
4,1,2,10,1,1,1000,1000,1024,10000,5,29,7361.916667
2,1,4,10,1,0,1000,10,1024,100,5,29,9189.25
4,1,4,1000000,10,0,1000,1000,512,10000,5,29,4125.75
2,1,4,10,1,0,1,10,1024,100,5,0,913.25
4,1,2,10,10,1,1,1000,1024,10000,2,0,4151.416667
2,1,4,10,10,0,1,10,512,100,5,29,6251.666667
2,1,2,1000000,1,1,1000,1000,512,10000,2,29,9724.916667
4,1,2,10,10,0,1000,1000,1024,10000,5,29,5591.833333
2,1,4,1000000,10,0,1,10,1024,100,2,29,6190
4,1,4,10,10,0,1000,10,1024,100,5,0,4612.416667
4,10,2,1000000,10,1,1,10,512,100,5,0,4125.083333
2,1,2,1000000,1,1,1,1000,1024,10000,2,0,904.6666667
4,1,4,1000000,1,1,1000,1000,512,10000,2,0,5948
4,1,2,1000000,10,0,1,10,512,100,5,0,4182.75
4,1,4,10,1,0,1000,10,1024,100,5,29,6158.833333
4,1,2,1000000,10,1,1000,1000,512,10000,5,29,5950.75
2,10,4,10,10,0,1,10,512,100,5,0,6122.166667
2,10,2,1000000,1,0,1000,10,512,100,5,0,9748.916667
4,1,2,10,10,1,1000,10,512,100,2,0,5474.666667
4,10,2,10,10,0,1000,1000,1024,10000,2,29,5007.5
4,10,4,1000000,1,1,1000,10,512,100,2,29,6277.75
4,1,4,10,10,0,1,10,512,100,5,29,3085.583333
2,1,2,10,1,1,1000,1000,512,10000,2,29,9855.666667
4,10,2,1000000,10,1,1,1000,512,10000,2,29,4273.916667
4,1,4,10,1,0,1000,10,1024,100,2,0,6179.416667
2,1,4,1000000,1,0,1000,10,1024,100,5,29,8929.416667
2,10,4,10,1,0,1,10,512,100,5,0,909.3333333
4,10,2,10,1,1,1,1000,512,10000,2,0,882.4166667
2,10,2,1000000,1,1,1000,1000,1024,10000,2,0,9946.25
2,10,4,1000000,10,1,1000,1000,512,10000,2,29,8357.833333
4,1,2,10,1,1,1,1000,1024,10000,5,29,858.25
2,1,2,1000000,10,1,1000,1000,512,10000,2,0,9024.583333
4,1,2,1000000,1,1,1,10,1024,100,2,29,883.5833333
4,10,4,10,1,1,1,1000,1024,10000,5,29,887.4166667
4,10,2,1000000,1,1,1000,10,1024,100,2,0,7269.75
2,10,4,10,10,1,1,10,1024,100,5,0,6040.833333
4,1,2,1000000,1,1,1000,10,1024,100,5,29,7187.583333
2,10,4,10,10,0,1000,10,512,100,5,0,8498.916667
2,1,4,1000000,1,0,1,1000,512,10000,5,0,916.0833333
2,10,2,1000000,10,0,1000,10,1024,100,5,29,9220.416667
2,10,4,1000000,10,1,1,1000,512,10000,5,0,6214.416667
4,1,2,1000000,1,0,1000,10,512,100,2,0,7485.583333
4,10,4,10,10,0,1000,1000,512,10000,5,0,3549.833333
4,10,2,10,1,1,1000,1000,1024,10000,2,0,7062
2,1,4,10,1,1,1,10,1024,100,2,29,889.5
2,10,2,1000000,1,1,1,1000,512,10000,5,0,905.5833333
2,10,4,10,1,1,1,10,512,100,2,29,906.9166667
2,10,4,10,1,1,1000,1000,1024,10000,5,0,9187.916667
2,10,2,10,10,0,1,1000,512,10000,5,0,6359.083333
2,1,2,1000000,10,0,1000,10,512,100,5,29,8660.583333
2,1,2,10,1,0,1000,10,512,100,2,29,9335.5
2,1,4,1000000,10,1,1000,10,1024,100,5,29,8110.666667
2,10,4,10,1,0,1,1000,1024,10000,5,29,903.9166667
4,10,4,1000000,1,0,1000,1000,1024,10000,2,29,6378.166667
4,1,2,1000000,10,1,1000,10,512,100,2,0,5283.166667
4,10,2,1000000,10,1,1000,1000,512,10000,2,0,5410.75
2,1,2,10,1,1,1,10,512,100,2,0,900.1666667
4,1,2,1000000,1,0,1000,10,512,100,5,0,7227.75
4,1,4,10,10,0,1,10,512,100,2,29,2937.166667
4,1,4,1000000,1,0,1,10,512,100,5,29,889.1666667
2,1,2,1000000,10,0,1,10,512,100,5,0,6601.083333
4,10,2,10,1,0,1000,1000,1024,10000,5,0,7381.916667
2,1,4,1000000,1,1,1000,1000,512,10000,2,0,9134.333333
4,1,2,10,10,0,1,10,512,100,5,0,4041.916667
2,1,4,1000000,1,0,1000,10,512,100,5,29,8769.25
2,1,4,1000000,1,1,1000,1000,512,10000,2,29,8877.083333
2,10,4,10,10,0,1000,1000,512,10000,5,0,8249.833333
2,10,4,1000000,1,0,1000,1000,512,10000,2,0,8593.833333
2,10,4,10,10,0,1,10,512,100,2,29,6082.25
2,10,4,1000000,1,0,1000,10,1024,100,5,0,9051.25
2,10,2,1000000,10,0,1,1000,1024,10000,5,29,6358.25
4,10,4,1000000,10,0,1,10,512,100,2,29,3024.75
4,1,4,1000000,1,0,1,10,1024,100,5,29,878.8333333
2,1,2,10,1,0,1000,1000,1024,10000,5,0,9712.25
2,1,4,10,1,1,1,10,512,100,5,29,915.3333333
4,10,4,10,10,0,1000,10,1024,100,5,0,3936.25
4,1,4,1000000,1,1,1000,1000,512,10000,5,29,6325.25
2,10,2,1000000,10,0,1000,10,512,100,2,29,8749.833333
2,10,2,1000000,1,0,1,10,512,100,2,29,901.5
2,1,2,10,1,1,1000,10,512,100,2,0,9289.916667
4,1,4,1000000,10,0,1,1000,1024,10000,5,29,3040
2,1,2,1000000,1,0,1,1000,1024,10000,5,29,909.0833333
4,10,2,10,10,1,1000,1000,512,10000,5,0,5481.083333
4,1,2,1000000,1,1,1,1000,512,10000,5,29,885.4166667
4,10,4,10,1,1,1000,10,1024,100,5,29,6024.5
4,10,2,1000000,1,0,1,1000,512,10000,2,29,860.1666667
4,1,2,10,10,1,1000,10,512,100,5,29,5736.833333
2,10,4,1000000,10,0,1,1000,1024,10000,5,29,6231.416667
4,10,2,10,1,1,1000,10,1024,100,2,0,7203.416667
4,1,4,10,10,0,1,1000,512,10000,2,0,3093.666667
2,1,2,1000000,10,1,1000,10,1024,100,2,29,9391.583333
4,1,4,1000000,1,0,1,1000,1024,10000,5,0,879.6666667
4,1,2,10,10,1,1,1000,512,10000,2,29,4163.083333
2,1,2,10,1,0,1,10,512,100,2,0,884.9166667
4,10,2,10,1,0,1,10,512,100,2,29,857.8333333
4,10,2,1000000,10,0,1000,10,512,100,5,0,5819.916667
4,10,4,10,1,1,1,1000,1024,10000,2,0,860.3333333
2,10,4,1000000,1,0,1000,1000,512,10000,5,29,9112.916667
4,1,4,1000000,10,1,1,1000,512,10000,2,0,3035
2,1,2,1000000,10,0,1,10,512,100,5,29,6372.333333
4,1,2,1000000,1,1,1,10,512,100,5,0,876.0833333
2,10,4,10,10,1,1000,1000,512,10000,5,0,8116.25
2,10,2,1000000,1,0,1,10,512,100,5,29,926.5
4,1,4,10,1,0,1000,1000,1024,10000,2,0,6133.083333
2,10,4,1000000,10,0,1,10,1024,100,2,0,6191.75
2,10,2,1000000,10,0,1,1000,1024,10000,5,0,6361.333333
2,10,2,1000000,1,1,1000,1000,512,10000,5,0,9866.833333
2,10,4,10,10,1,1,1000,1024,10000,5,29,6034.833333
4,1,4,1000000,10,1,1000,10,1024,100,2,29,4025
4,10,2,10,1,1,1,10,512,100,2,0,867.75
4,10,2,1000000,1,0,1,1000,512,10000,2,0,874.25
2,10,2,10,10,0,1000,10,512,100,5,0,8935.833333
4,1,4,1000000,1,1,1000,10,512,100,2,0,6246.666667
2,1,4,10,1,1,1000,1000,512,10000,5,0,8965.083333
4,10,2,10,10,0,1,10,512,100,5,0,4110.416667
2,10,4,10,10,1,1000,10,512,100,2,0,7971.75
4,10,2,10,10,1,1000,1000,1024,10000,2,0,5173.25
2,10,4,10,10,0,1,10,1024,100,2,0,6080.666667
4,10,4,1000000,10,0,1000,10,512,100,2,0,3605.166667
2,1,4,1000000,10,1,1,10,1024,100,2,29,6073.583333
2,10,2,10,10,1,1000,10,1024,100,5,29,8990.416667
4,1,4,10,1,1,1,10,512,100,5,29,886.8333333
4,10,2,10,1,1,1000,10,512,100,2,0,7404
4,1,2,1000000,10,0,1000,10,1024,100,2,29,5335
2,1,4,1000000,1,0,1,10,1024,100,5,29,904.25
2,1,4,10,1,0,1,1000,1024,10000,2,29,909.75
2,10,2,1000000,1,0,1,10,1024,100,2,0,904.75
2,1,4,1000000,1,0,1,1000,1024,10000,2,29,890.6666667
2,1,2,1000000,1,0,1000,10,1024,100,2,29,9738
2,1,2,1000000,10,0,1,10,512,100,2,29,6399.416667
4,1,2,10,10,1,1,10,512,100,2,29,4123.75
2,1,2,10,10,0,1,1000,512,10000,5,29,6314.166667
2,10,2,10,10,0,1,10,1024,100,2,0,6363.916667
4,10,2,1000000,1,0,1,1000,1024,10000,5,0,852.0833333
2,10,2,1000000,1,0,1000,10,1024,100,2,0,9875.25
2,10,2,10,10,1,1,1000,1024,10000,2,29,6481.916667
4,1,2,1000000,1,1,1,1000,512,10000,2,0,880
2,1,4,1000000,1,1,1000,10,512,100,2,29,9211.5
2,1,2,1000000,1,1,1000,10,512,100,2,0,9621.583333
2,10,4,10,1,1,1000,10,512,100,5,0,9146.333333
4,10,2,10,1,0,1,10,1024,100,2,0,886.9166667
2,10,4,10,1,0,1,10,512,100,5,29,897.5833333
4,10,2,1000000,1,1,1,1000,512,10000,5,29,870.25
4,1,2,10,1,0,1,1000,1024,10000,2,29,882.8333333
2,10,4,1000000,10,1,1000,10,512,100,2,0,7796.083333
2,1,4,1000000,10,1,1,1000,512,10000,5,29,6225
2,10,4,10,1,1,1,10,512,100,2,0,903.75
2,1,4,1000000,10,1,1000,10,1024,100,2,29,7844.083333
4,10,2,1000000,10,1,1000,1000,1024,10000,2,29,6014.833333
4,10,2,10,10,1,1,10,512,100,5,0,4152.666667
2,10,4,10,10,1,1,1000,512,10000,5,0,6185.416667
2,1,4,1000000,10,1,1000,1000,512,10000,5,29,7984.166667
4,10,2,1000000,10,0,1,1000,1024,10000,2,0,4072.5
2,1,4,10,1,0,1000,1000,512,10000,2,29,9175.833333
4,10,4,10,1,1,1000,10,512,100,2,0,6335.5
4,1,2,1000000,10,1,1,1000,1024,10000,2,29,4144
2,10,4,10,10,1,1000,10,1024,100,2,0,8279.833333
4,10,4,10,10,1,1,1000,1024,10000,2,29,3085.916667
2,1,4,10,10,0,1,10,512,100,2,0,6214.833333
4,1,4,10,1,0,1,10,512,100,5,29,903.1666667
4,1,4,10,1,1,1000,10,512,100,5,29,6323
4,1,2,10,1,1,1,10,512,100,5,29,870.6666667
2,10,2,1000000,10,1,1000,10,512,100,2,0,8722.75
4,10,4,10,10,1,1000,1000,512,10000,5,0,3561.333333
4,10,2,1000000,10,0,1000,10,1024,100,5,29,5719.333333
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,875.4166667
2,10,2,10,1,0,1,10,1024,100,5,29,905.3333333
4,10,4,1000000,10,0,1,1000,1024,10000,5,29,3065.333333
4,10,4,10,1,0,1,10,512,100,5,0,874.25
2,1,4,10,10,1,1,1000,1024,10000,5,29,6229.333333
4,10,4,1000000,10,1,1000,1000,1024,10000,5,29,4653.166667
2,1,2,10,10,0,1000,10,512,100,2,29,8854
4,1,2,10,10,1,1000,10,1024,100,5,0,5134.5
2,10,4,10,1,0,1,1000,512,10000,2,29,903.4166667
4,1,2,1000000,10,1,1000,1000,1024,10000,2,0,5259.5
2,1,2,10,10,1,1000,10,512,100,2,0,9126.75
2,10,4,10,10,1,1000,10,512,100,5,29,8079.416667
2,10,4,1000000,10,0,1000,10,512,100,2,29,7902.916667
2,10,2,1000000,10,0,1,10,512,100,2,0,6489.916667
4,1,2,10,10,1,1000,10,512,100,2,29,5700.416667
2,10,2,10,1,1,1,1000,1024,10000,5,0,912.5
2,1,4,10,10,1,1000,1000,1024,10000,5,29,8074.666667
2,10,4,1000000,10,0,1,1000,512,10000,5,29,6106.75
4,10,2,1000000,1,0,1000,10,1024,100,5,0,7601.833333
4,1,4,1000000,10,1,1000,1000,1024,10000,5,0,4406.916667
2,10,4,10,1,1,1000,10,1024,100,5,29,9046.75
2,1,2,1000000,1,0,1000,10,1024,100,5,29,9996.166667
4,1,2,10,10,0,1000,1000,512,10000,2,0,5166.666667
4,10,4,1000000,10,0,1,10,512,100,2,0,3126
4,1,4,10,1,0,1,1000,512,10000,5,29,890.8333333
2,1,2,1000000,10,0,1,1000,512,10000,2,0,6323.333333
4,1,4,1000000,1,1,1000,1000,512,10000,2,29,6240
2,1,2,1000000,10,1,1,1000,512,10000,2,0,6463.333333
4,1,2,10,10,0,1,10,1024,100,2,0,4039.25
4,1,4,1000000,1,1,1,1000,512,10000,5,0,897.25
2,10,4,10,10,1,1000,1000,512,10000,2,29,7971.666667
4,1,2,10,1,0,1,1000,1024,10000,5,29,873.3333333
4,1,2,1000000,10,0,1,10,512,100,2,29,4092.166667
4,10,4,10,1,0,1,10,1024,100,5,0,890.9166667
2,10,2,10,1,1,1,10,512,100,2,0,899.5
2,10,2,1000000,10,1,1000,10,1024,100,5,29,8664.666667
4,1,2,10,10,0,1,1000,512,10000,5,29,4139.833333
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,5533.75
4,10,4,1000000,10,1,1,1000,512,10000,2,29,3025.75
4,1,2,10,1,0,1,10,1024,100,2,29,882.3333333
4,10,2,10,1,1,1000,10,1024,100,5,0,7169.833333
2,1,4,1000000,10,0,1,1000,512,10000,2,0,6207.5
4,1,2,10,10,0,1000,10,1024,100,5,29,5602.583333
2,10,2,10,1,1,1,1000,512,10000,2,0,897.8333333
4,10,4,1000000,10,1,1000,10,1024,100,5,0,3827.5
2,10,4,10,10,0,1,1000,512,10000,2,29,6105.75
4,10,2,10,1,0,1000,1000,1024,10000,2,0,7332.416667
4,10,2,10,10,0,1000,10,512,100,5,29,5448.916667
4,1,4,10,1,1,1,10,512,100,2,0,882
2,10,2,1000000,1,0,1,1000,1024,10000,5,0,891
4,1,4,10,10,0,1,1000,1024,10000,2,29,3016
2,10,4,1000000,1,1,1,1000,512,10000,2,0,906.3333333
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,5190.416667
2,10,2,10,10,1,1,10,1024,100,5,0,6462
2,10,2,10,10,0,1000,10,512,100,2,29,8833.75
2,1,2,10,1,1,1000,1000,1024,10000,2,0,10056.66667
2,10,4,1000000,1,1,1,1000,512,10000,5,29,912.4166667
2,10,4,1000000,1,0,1000,1000,1024,10000,2,29,9357.25
4,10,2,10,10,1,1,10,512,100,5,29,4052.583333
4,10,2,10,1,1,1000,10,512,100,5,29,7427.25
2,10,4,1000000,1,1,1000,10,1024,100,2,29,8786.083333
4,1,4,1000000,1,0,1000,1000,1024,10000,2,29,6396.166667
4,1,4,1000000,10,0,1000,1000,1024,10000,2,29,4425
4,1,2,10,10,0,1,10,1024,100,5,0,4063.166667
2,1,4,1000000,10,1,1000,1000,512,10000,5,0,7939.75
4,10,4,1000000,1,1,1000,1000,512,10000,2,0,6571.916667
4,10,2,10,10,0,1,10,512,100,5,29,4127.5
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,9261.166667
2,10,4,10,10,0,1,1000,1024,10000,5,0,6145.75
4,10,2,1000000,1,0,1,1000,1024,10000,5,29,877.5833333
4,1,2,1000000,10,1,1,1000,512,10000,5,0,4166.083333
2,1,2,10,10,0,1,10,1024,100,2,0,6391.416667
4,1,4,1000000,1,1,1000,10,1024,100,2,0,6024
2,10,4,10,10,0,1,1000,512,10000,5,29,6295.333333
2,10,2,10,10,1,1000,10,512,100,2,29,8983.916667
4,1,4,10,10,1,1,10,512,100,5,29,3055.25
2,1,4,10,10,0,1,1000,1024,10000,2,0,6077
2,10,4,10,10,0,1,10,1024,100,5,29,6101.75
4,10,2,1000000,10,1,1,10,1024,100,2,29,4202.666667
4,1,2,1000000,1,0,1,1000,1024,10000,2,29,877.4166667
4,1,4,10,10,0,1000,10,1024,100,2,29,4131
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,917.1666667
4,1,4,10,10,1,1,10,1024,100,5,0,2995.25
2,10,2,10,1,1,1,10,512,100,5,0,912.0833333
4,10,2,1000000,1,0,1000,10,1024,100,2,29,6900.666667
2,1,2,1000000,10,1,1,10,1024,100,2,29,6376.416667
4,1,4,1000000,1,1,1,10,1024,100,5,0,865.75
2,1,4,1000000,1,1,1000,1000,1024,10000,5,0,9158
4,1,2,1000000,10,1,1000,1000,512,10000,5,0,5438.5
4,1,2,10,10,0,1,10,512,100,5,29,4202.416667
2,10,2,10,10,0,1000,10,1024,100,2,0,9003
4,10,2,10,10,0,1,1000,1024,10000,2,29,4193.5
2,1,2,10,10,1,1,1000,1024,10000,2,29,6331.333333
4,1,2,1000000,10,0,1,1000,1024,10000,2,29,4027.25
2,10,2,10,10,1,1000,1000,1024,10000,2,29,9066.5
4,10,4,10,10,1,1000,10,1024,100,5,0,3715.583333
2,1,4,10,10,1,1000,10,1024,100,5,0,7696.333333
2,1,4,10,10,0,1000,1000,1024,10000,2,0,8372
2,1,4,10,10,0,1,10,1024,100,5,29,6096.5
2,10,4,10,1,1,1,10,1024,100,5,29,906.6666667
2,10,4,1000000,10,0,1,10,512,100,2,29,6261.083333
2,1,2,10,1,1,1000,10,1024,100,2,29,9531
4,1,2,10,10,0,1000,10,512,100,2,0,5269.5
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,895.3333333
2,10,2,10,1,0,1,10,1024,100,5,0,900.4166667
4,10,4,1000000,1,0,1000,1000,1024,10000,5,0,6048.583333
2,1,4,1000000,10,0,1000,1000,512,10000,5,29,8277.75
4,10,4,10,10,0,1,10,512,100,2,29,3007
2,1,4,1000000,1,1,1,1000,512,10000,2,0,901.5833333
2,1,4,1000000,1,1,1,10,512,100,5,0,897.75
4,1,2,1000000,1,0,1000,1000,1024,10000,5,0,7497.166667
4,10,4,1000000,1,0,1000,10,1024,100,2,0,6318.166667
2,10,2,1000000,10,0,1,1000,512,10000,5,0,6553.166667
4,1,2,1000000,10,1,1000,10,1024,100,5,0,5561.083333
2,1,4,10,1,1,1000,10,512,100,2,29,8859.666667
4,1,4,1000000,10,1,1000,10,512,100,2,0,4139.416667
2,10,2,10,10,1,1000,1000,1024,10000,5,0,8598.25
4,10,4,10,1,1,1000,10,512,100,2,29,6094.333333
2,1,2,1000000,10,0,1000,10,512,100,2,0,8832.333333
2,1,2,10,10,1,1,10,1024,100,2,29,6384.25
4,10,4,1000000,1,0,1,10,1024,100,5,29,875.8333333
4,10,2,10,1,0,1000,10,1024,100,2,29,7418.5
2,10,2,10,10,0,1,10,1024,100,5,29,6451
4,1,2,1000000,1,1,1000,1000,512,10000,2,0,6827.083333
2,10,4,10,1,0,1000,1000,512,10000,5,0,9295.083333
4,1,2,1000000,10,1,1,10,512,100,5,0,4174.833333
2,1,2,1000000,10,1,1000,1000,1024,10000,2,29,9276.25
4,10,2,1000000,1,1,1000,10,512,100,5,0,7316.666667
2,10,4,10,10,0,1,1000,1024,10000,2,29,5854.333333
4,1,2,10,10,0,1000,1000,1024,10000,2,0,5240.166667
2,10,2,1000000,10,1,1,10,512,100,2,0,6299.5
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,3060.25
2,1,2,1000000,1,1,1,1000,512,10000,2,0,903.4166667
4,10,2,10,10,1,1000,10,1024,100,2,0,5256.333333
2,1,4,10,10,1,1000,1000,1024,10000,2,29,8065.166667
4,10,2,10,10,1,1,1000,512,10000,2,29,4106.416667
2,1,4,1000000,10,0,1000,10,1024,100,2,29,7948.583333
4,10,4,1000000,1,1,1,10,512,100,5,0,886.1666667
4,10,2,1000000,10,1,1000,10,1024,100,5,0,5305.75
2,1,2,1000000,10,0,1,1000,512,10000,5,29,6488.583333
2,10,4,10,1,0,1,1000,1024,10000,2,29,907
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,5192.75
2,1,2,1000000,1,1,1,10,1024,100,5,0,906.3333333
2,10,4,10,1,1,1,10,1024,100,5,0,904.4166667
2,10,4,1000000,10,0,1000,1000,1024,10000,2,0,8416.166667
2,10,4,10,10,1,1000,1000,1024,10000,2,0,8320.5
2,10,4,10,10,1,1,10,1024,100,2,0,6225.833333
2,1,4,10,1,0,1,1000,512,10000,5,29,904.6666667
4,1,2,1000000,10,1,1000,10,1024,100,2,0,5224.083333
4,1,4,10,1,0,1000,1000,512,10000,5,29,6041.583333
2,10,4,10,1,0,1000,10,1024,100,5,0,9060.333333
2,10,4,10,1,1,1,1000,1024,10000,5,0,900.25
2,1,4,10,1,0,1000,10,1024,100,2,0,9413.5
4,1,4,10,1,0,1000,1000,1024,10000,5,0,6123.25
2,10,2,10,10,1,1000,1000,512,10000,2,0,9112.666667
2,1,2,1000000,1,0,1000,1000,1024,10000,2,0,9797.083333
2,1,4,1000000,1,1,1000,10,512,100,2,0,8879.583333
2,1,4,1000000,10,0,1000,1000,512,10000,5,0,8212.75
2,10,2,10,10,1,1000,1000,1024,10000,5,29,9122.666667
2,10,4,1000000,1,1,1,10,1024,100,2,29,918.1666667
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,7336.833333
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,2976.166667
4,10,4,10,10,1,1000,1000,512,10000,2,0,4217.166667
2,1,2,1000000,10,0,1000,10,512,100,2,29,8697.916667
2,1,2,10,1,0,1000,10,1024,100,5,29,9541.333333
2,1,4,10,10,1,1000,10,512,100,5,29,8212.5
4,1,4,10,10,0,1000,1000,512,10000,2,29,3888.083333
2,1,4,10,1,0,1000,10,512,100,5,0,8757.833333
2,1,2,1000000,1,0,1,1000,512,10000,2,29,909.6666667
2,1,2,10,1,0,1,10,1024,100,5,0,910.3333333
