topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
2,1,2,1000000,1,0,1,10,1024,100,5,29,nan
4,1,2,1000000,1,1,1000,10,1024,100,5,29,0
2,10,4,10,10,0,1000,10,512,100,5,0,nan
2,10,4,1000000,10,1,1000,1000,1024,10000,5,0,0
4,10,2,10,10,1,1,1000,1024,10000,2,0,4525.2
4,10,4,1000000,10,1,1000,1000,1024,10000,2,29,45.5
4,10,2,10,1,0,1,1000,512,10000,2,0,nan
4,10,4,10,1,0,1,10,512,100,2,29,nan
2,1,4,1000000,1,0,1,1000,1024,10000,5,29,nan
2,1,4,10,10,1,1000,10,1024,100,2,0,0
2,1,4,10,10,0,1000,1000,1024,10000,2,29,nan
4,10,2,10,1,1,1000,1000,1024,10000,5,0,0
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,2075.25
2,1,2,10,1,1,1,1000,512,10000,2,0,nan
2,1,4,1000000,10,0,1000,10,1024,100,2,29,0
4,10,4,1000000,10,1,1,1000,1024,10000,5,29,0.25
4,10,4,10,10,0,1,1000,512,10000,5,0,3960.2
2,10,2,10,1,0,1000,1000,512,10000,2,0,nan
4,10,2,10,1,0,1,10,1024,100,2,0,0
4,10,2,10,10,1,1000,10,1024,100,5,0,8020.5
4,1,2,10,1,1,1000,10,512,100,5,0,0
4,10,4,10,10,1,1,1000,1024,10000,5,0,nan
4,1,2,10,1,1,1000,1000,512,10000,2,0,9355
4,1,4,10,10,1,1000,10,1024,100,2,0,7158
4,1,2,1000000,10,0,1,10,512,100,5,0,935.2
2,10,4,1000000,1,1,1000,10,512,100,2,0,nan
2,10,2,1000000,10,0,1000,10,1024,100,5,0,nan
2,1,4,10,1,1,1,10,512,100,5,29,nan
4,1,4,1000000,10,1,1,10,512,100,2,29,nan
4,10,2,1000000,1,1,1,1000,512,10000,2,0,nan
4,1,2,1000000,1,1,1000,1000,1024,10000,5,0,4763.5
2,1,4,10,1,0,1000,10,512,100,2,0,0
2,1,4,1000000,10,1,1,1000,1024,10000,5,0,0
2,1,4,1000000,1,0,1,10,1024,100,2,0,nan
2,10,4,1000000,10,0,1000,1000,512,10000,5,0,0
4,10,4,1000000,1,0,1,1000,1024,10000,5,29,0
4,10,2,10,1,1,1000,10,512,100,2,0,3978
4,1,2,10,1,1,1,10,1024,100,5,0,0
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,nan
4,1,4,10,1,1,1,1000,1024,10000,5,29,nan
4,10,4,1000000,10,0,1,10,512,100,2,0,nan
4,1,2,10,10,0,1,1000,512,10000,5,29,3574.4
4,1,4,10,10,1,1000,1000,1024,10000,2,0,8189.25
2,1,4,10,10,1,1000,1000,512,10000,5,29,0
2,1,4,1000000,1,1,1000,10,512,100,2,29,nan
2,1,2,1000000,1,0,1,10,1024,100,2,29,nan
2,10,4,10,1,0,1,10,1024,100,5,0,nan
4,10,4,10,1,1,1000,10,1024,100,5,0,0
2,10,4,10,10,1,1,1000,1024,10000,2,29,nan
2,1,2,1000000,1,0,1000,10,1024,100,5,29,nan
4,10,4,10,1,0,1000,1000,512,10000,5,29,7605.5
2,1,2,10,10,0,1,10,1024,100,2,0,0
4,1,4,1000000,10,0,1000,10,512,100,2,0,14.33333333
4,10,2,10,10,1,1000,1000,512,10000,2,29,5110.857143
2,10,4,10,10,0,1,10,1024,100,5,0,nan
2,10,2,10,10,0,1,1000,512,10000,5,0,392
2,1,2,1000000,10,1,1,10,1024,100,2,0,nan
2,1,2,10,1,0,1,1000,512,10000,2,0,nan
4,1,2,1000000,10,1,1,10,512,100,5,0,774.3333333
2,10,4,1000000,10,0,1000,10,512,100,5,0,nan
4,1,2,10,10,1,1000,1000,1024,10000,2,0,nan
2,1,4,10,1,0,1000,10,1024,100,2,29,nan
4,10,4,10,1,1,1,10,1024,100,5,29,nan
4,1,2,1000000,1,0,1000,10,512,100,5,0,6989
2,1,4,1000000,1,0,1000,10,512,100,5,29,nan
4,10,4,10,1,1,1,10,512,100,2,29,0
2,1,2,1000000,1,1,1,1000,512,10000,2,29,nan
2,1,2,1000000,10,1,1,10,512,100,2,29,nan
4,10,4,1000000,10,0,1000,1000,512,10000,5,29,0
2,1,2,10,1,1,1,10,1024,100,2,0,nan
2,1,4,1000000,1,1,1000,10,512,100,2,29,nan
2,1,2,10,10,0,1000,10,512,100,5,29,474
2,1,4,10,1,1,1000,1000,1024,10000,5,29,0
2,1,4,1000000,10,1,1000,10,1024,100,5,29,0
4,10,4,10,10,0,1000,1000,1024,10000,2,0,8574
2,1,2,1000000,1,0,1000,1000,1024,10000,5,29,0
2,10,2,10,1,1,1000,1000,512,10000,2,0,nan
2,1,2,1000000,1,1,1,1000,512,10000,5,29,nan
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,nan
4,1,2,10,1,0,1000,10,1024,100,2,0,3463.5
4,1,4,10,1,0,1000,1000,512,10000,5,29,10115.5
4,10,4,10,1,0,1,10,1024,100,2,0,nan
2,10,4,10,10,0,1,1000,512,10000,5,29,nan
2,1,2,1000000,1,0,1,10,512,100,5,29,nan
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,0
4,10,4,1000000,1,1,1000,10,1024,100,2,29,8977.333333
4,10,4,1000000,10,0,1000,1000,512,10000,2,29,nan
2,10,2,10,1,0,1000,1000,1024,10000,5,0,nan
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,nan
4,10,2,10,10,1,1,10,1024,100,5,29,0
2,10,4,10,10,0,1,10,1024,100,5,29,nan
4,10,2,1000000,10,0,1000,1000,1024,10000,2,0,nan
2,1,2,1000000,10,1,1,10,512,100,2,0,nan
2,1,2,10,10,0,1000,10,1024,100,5,29,4874.333333
2,10,4,1000000,10,1,1,10,1024,100,5,0,nan
4,10,4,10,1,0,1,10,512,100,5,29,nan
4,1,4,1000000,10,0,1,10,512,100,2,0,0
4,10,4,1000000,10,0,1,1000,512,10000,2,29,nan
2,1,4,1000000,10,0,1,10,1024,100,5,29,0
4,10,2,10,10,0,1000,1000,1024,10000,5,29,5663.333333
4,1,2,1000000,10,1,1000,10,1024,100,5,29,nan
2,10,4,10,10,1,1000,1000,512,10000,5,0,0
4,10,4,1000000,1,1,1,1000,512,10000,2,29,nan
2,1,4,1000000,1,1,1,1000,512,10000,5,29,nan
4,10,2,10,1,1,1,10,512,100,5,0,nan
4,10,4,1000000,10,1,1,10,512,100,2,29,0
2,1,2,1000000,1,0,1000,1000,1024,10000,5,0,nan
4,1,2,10,1,0,1000,1000,1024,10000,5,29,6419
2,10,4,10,10,0,1000,1000,1024,10000,5,29,10823
4,10,4,1000000,10,1,1,10,512,100,5,29,nan
4,1,4,1000000,10,1,1000,1000,512,10000,5,0,117.6666667
2,1,2,10,1,0,1000,10,512,100,2,29,0
2,1,4,10,1,1,1,1000,512,10000,2,29,nan
2,10,2,10,10,0,1,1000,1024,10000,2,0,nan
2,10,2,1000000,10,0,1000,10,512,100,5,29,0
4,1,2,10,1,0,1,10,1024,100,5,0,0
4,10,4,10,1,1,1000,10,512,100,5,29,3405.333333
2,10,4,10,10,0,1,1000,1024,10000,2,0,5240.857143
2,1,4,10,1,1,1,10,1024,100,5,0,nan
4,10,4,1000000,1,0,1,1000,1024,10000,5,29,nan
2,10,4,10,10,0,1000,10,1024,100,5,0,16298
2,1,2,1000000,10,1,1000,1000,1024,10000,5,29,0
2,1,4,10,10,1,1,10,512,100,5,0,3698.5
4,10,4,1000000,10,0,1,1000,1024,10000,5,0,nan
2,1,2,10,10,0,1000,1000,512,10000,2,29,7391.75
2,1,2,1000000,1,0,1000,10,512,100,5,0,nan
2,10,2,1000000,10,0,1000,1000,512,10000,2,0,0
2,1,4,10,1,1,1000,1000,1024,10000,2,0,nan
2,1,2,1000000,1,0,1,10,512,100,2,29,nan
4,1,2,1000000,1,0,1,10,512,100,2,0,nan
4,10,4,10,1,1,1,1000,1024,10000,5,29,nan
2,10,4,10,1,0,1000,10,512,100,2,0,0
4,1,2,1000000,10,1,1000,1000,1024,10000,5,29,0
2,10,4,1000000,10,1,1,1000,512,10000,5,0,nan
4,10,4,1000000,10,0,1,1000,512,10000,5,0,nan
2,10,2,10,10,1,1,10,512,100,2,0,0
4,1,4,10,1,0,1,10,1024,100,5,29,nan
4,10,2,1000000,1,1,1,10,1024,100,5,0,0
4,1,4,1000000,10,0,1000,10,512,100,5,29,25
4,1,4,1000000,1,0,1,10,512,100,5,29,nan
4,1,4,10,1,1,1000,10,1024,100,5,29,0
2,10,4,1000000,10,1,1000,1000,1024,10000,2,29,nan
4,1,2,10,1,0,1000,10,512,100,2,0,6426.5
2,1,4,10,10,0,1000,10,1024,100,2,29,13321.8
2,1,4,1000000,10,0,1,10,1024,100,2,0,nan
2,1,2,1000000,1,0,1000,10,512,100,2,0,nan
4,10,2,10,1,1,1,1000,512,10000,2,0,0
2,1,2,10,1,1,1,1000,512,10000,5,29,nan
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,nan
4,1,4,1000000,1,0,1000,10,512,100,2,29,0
4,1,4,10,10,0,1000,10,512,100,2,29,nan
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,460.5
2,1,2,1000000,10,1,1000,1000,512,10000,5,0,nan
4,10,4,1000000,10,0,1000,10,1024,100,2,29,42.66666667
4,10,4,1000000,10,0,1,10,512,100,5,0,0
4,10,2,1000000,1,0,1000,1000,512,10000,2,0,0
2,10,2,1000000,10,0,1,10,512,100,2,0,0
2,1,2,1000000,10,0,1000,10,1024,100,2,0,nan
2,10,2,10,10,0,1000,1000,512,10000,5,0,16615.125
2,10,4,10,10,1,1000,1000,1024,10000,2,29,nan
2,10,2,1000000,10,0,1,1000,1024,10000,5,0,0
2,1,2,10,10,1,1,10,512,100,2,0,nan
2,1,4,1000000,10,1,1000,10,1024,100,2,29,nan
4,10,4,10,1,1,1000,1000,1024,10000,2,0,0
2,1,2,10,1,0,1000,1000,512,10000,5,0,nan
4,1,4,1000000,1,0,1000,1000,512,10000,2,29,nan
4,1,2,1000000,10,0,1,10,1024,100,5,29,918.2
2,1,4,1000000,1,1,1,10,512,100,5,29,nan
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,0
4,10,4,1000000,1,0,1000,10,1024,100,2,29,nan
2,10,4,1000000,1,1,1000,10,1024,100,5,0,nan
4,1,4,10,10,0,1000,10,1024,100,5,29,7115.142857
2,10,4,10,10,0,1,1000,1024,10000,5,0,nan
4,10,4,1000000,1,0,1000,10,512,100,5,29,0
2,10,4,10,1,1,1,10,1024,100,2,0,nan
2,10,2,10,10,0,1000,1000,1024,10000,5,29,0
4,1,4,1000000,1,1,1,10,512,100,2,29,nan
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,nan
4,1,2,10,1,0,1,1000,512,10000,2,0,nan
4,1,2,1000000,1,0,1000,1000,1024,10000,2,0,4197
2,1,2,10,1,0,1000,10,1024,100,5,29,nan
2,10,2,1000000,1,1,1,1000,512,10000,5,0,nan
2,10,4,1000000,1,1,1000,10,512,100,5,0,nan
2,1,4,10,1,1,1000,10,512,100,2,0,0
2,1,2,10,10,0,1,1000,512,10000,2,0,nan
4,10,4,10,1,1,1000,10,1024,100,2,29,nan
4,1,2,1000000,10,1,1000,10,1024,100,5,0,nan
2,10,4,1000000,10,0,1,1000,1024,10000,2,29,nan
4,1,4,1000000,10,0,1000,10,1024,100,2,29,79.33333333
2,10,2,10,10,0,1000,1000,1024,10000,5,0,nan
2,1,2,1000000,10,1,1000,10,512,100,2,0,0
2,1,2,10,10,0,1000,10,1024,100,5,0,4875
2,1,4,10,10,1,1000,10,512,100,2,0,nan
2,1,4,10,10,0,1000,10,1024,100,2,0,12760.4
4,1,4,10,1,0,1000,1000,1024,10000,5,29,0
2,10,4,1000000,1,1,1000,1000,1024,10000,5,0,nan
2,1,4,1000000,10,1,1,1000,512,10000,2,29,0
2,1,4,10,10,0,1,10,512,100,2,29,2331.333333
2,1,4,1000000,1,1,1000,1000,512,10000,2,29,0
2,1,4,10,1,1,1000,1000,512,10000,5,0,10387.66667
2,1,2,1000000,1,0,1,1000,512,10000,2,0,nan
4,1,2,10,1,0,1,1000,1024,10000,5,29,nan
2,1,2,10,1,0,1000,1000,1024,10000,2,0,nan
2,1,2,10,1,1,1000,10,1024,100,5,0,nan
4,10,4,10,1,1,1,10,1024,100,5,0,nan
4,10,4,10,1,0,1,1000,512,10000,2,29,nan
4,10,4,1000000,10,1,1000,1000,1024,10000,5,29,-306.1666667
2,1,4,10,10,1,1,10,512,100,2,29,nan
4,10,2,10,10,1,1000,10,512,100,5,0,nan
2,10,4,10,10,0,1000,1000,1024,10000,5,0,nan
2,10,2,1000000,1,0,1,1000,1024,10000,5,0,nan
4,1,2,1000000,1,1,1000,10,512,100,5,29,0
2,1,2,1000000,1,1,1,10,512,100,2,29,nan
4,10,4,10,10,0,1000,10,512,100,5,29,6436
4,1,4,10,1,0,1000,1000,512,10000,2,29,6149
2,1,2,1000000,1,0,1000,1000,512,10000,2,0,nan
4,10,4,10,1,0,1000,1000,1024,10000,5,0,2174.666667
4,1,4,1000000,10,1,1000,1000,1024,10000,2,0,nan
4,1,2,10,1,1,1,10,1024,100,2,29,0
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,nan
2,10,4,1000000,1,0,1,10,1024,100,2,0,nan
4,10,2,10,1,1,1000,10,512,100,2,0,3167.666667
2,10,4,1000000,1,1,1000,1000,512,10000,5,0,nan
2,10,2,1000000,10,0,1000,10,512,100,2,0,0
2,10,4,10,1,1,1000,1000,1024,10000,2,0,nan
2,1,4,10,10,1,1000,10,1024,100,5,0,nan
2,1,2,1000000,1,1,1000,1000,1024,10000,2,29,nan
2,1,4,1000000,1,0,1000,10,1024,100,5,29,nan
2,1,4,1000000,10,1,1,1000,1024,10000,5,29,nan
2,10,4,1000000,1,1,1,1000,1024,10000,5,0,0
4,1,4,10,10,1,1000,10,512,100,2,29,nan
2,1,2,10,1,1,1000,10,1024,100,2,0,0
2,10,4,10,1,1,1,1000,512,10000,2,0,nan
2,10,2,1000000,1,0,1000,10,1024,100,5,0,nan
4,10,4,10,1,1,1,1000,512,10000,2,0,nan
4,1,2,10,10,0,1000,1000,512,10000,2,29,9798.333333
2,10,4,10,10,1,1,1000,512,10000,2,29,nan
2,1,2,10,10,1,1,10,1024,100,5,0,0
2,1,2,10,1,0,1000,10,1024,100,5,0,0
4,10,2,1000000,1,0,1,10,512,100,5,0,nan
4,10,4,10,10,1,1,10,512,100,2,29,3595.8
4,1,4,10,1,0,1,1000,512,10000,2,29,nan
4,10,4,10,10,0,1000,1000,512,10000,5,29,8977.571429
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,607.6666667
2,10,2,10,10,1,1000,1000,1024,10000,2,29,0
2,10,4,10,10,1,1000,1000,1024,10000,2,0,19264.28571
2,1,4,1000000,1,0,1,10,512,100,5,0,nan
2,10,2,1000000,10,1,1000,1000,1024,10000,5,0,nan
2,10,2,10,1,1,1000,10,512,100,5,0,0
2,1,4,1000000,1,0,1,1000,1024,10000,2,29,nan
4,10,2,10,1,1,1000,10,1024,100,2,0,3370.333333
2,1,2,1000000,10,0,1000,10,512,100,2,29,nan
4,10,4,10,10,1,1000,1000,512,10000,2,0,2914
2,10,2,10,10,1,1000,10,1024,100,5,29,11000.2
2,1,2,10,1,1,1000,1000,1024,10000,2,0,nan
2,1,4,1000000,1,0,1,10,512,100,5,29,nan
2,1,2,1000000,1,0,1000,1000,512,10000,5,0,nan
4,1,4,1000000,1,0,1,1000,1024,10000,2,29,nan
2,1,4,1000000,1,0,1,1000,512,10000,2,29,nan
2,1,4,1000000,1,1,1,1000,512,10000,5,0,nan
2,1,2,1000000,10,0,1,1000,1024,10000,5,29,0
2,1,4,1000000,1,1,1000,10,512,100,2,0,nan
2,1,4,1000000,1,1,1000,10,1024,100,2,0,0
4,10,4,10,10,1,1,1000,512,10000,5,0,5058.5
4,1,2,1000000,10,0,1,1000,512,10000,5,29,906.25
4,1,4,1000000,10,0,1000,10,1024,100,2,29,0
4,10,4,10,1,0,1,1000,1024,10000,2,29,nan
4,1,4,10,10,0,1,10,512,100,5,29,3091.2
2,1,2,10,10,1,1000,10,1024,100,5,29,nan
4,1,2,10,1,0,1,10,512,100,2,0,nan
2,1,2,10,10,0,1,10,1024,100,5,0,nan
4,10,4,1000000,1,0,1,10,1024,100,2,29,nan
2,1,4,1000000,1,1,1000,1000,512,10000,2,0,nan
2,10,4,1000000,10,1,1,1000,512,10000,5,0,0
2,1,2,1000000,10,0,1,10,512,100,2,29,0
4,10,2,10,10,0,1000,10,512,100,5,0,0
2,10,2,1000000,1,0,1,10,512,100,2,0,nan
4,1,4,1000000,10,0,1,10,1024,100,2,0,nan
2,1,4,1000000,10,0,1000,1000,512,10000,2,0,nan
2,1,4,10,10,1,1000,1000,512,10000,2,29,0
4,1,2,1000000,10,0,1,10,512,100,2,29,865.4
4,1,4,10,10,1,1000,1000,1024,10000,5,0,3111
4,10,4,1000000,10,0,1000,10,1024,100,5,0,109.5
2,1,2,10,1,1,1,10,1024,100,5,0,nan
2,10,4,10,10,1,1,1000,512,10000,5,0,nan
2,10,4,1000000,1,0,1,1000,512,10000,5,0,nan
4,1,2,10,1,0,1,10,1024,100,2,29,nan
2,1,2,10,10,1,1,1000,512,10000,2,29,2841
4,1,4,1000000,10,0,1000,1000,512,10000,2,29,nan
4,1,2,1000000,10,0,1,10,512,100,5,0,299
2,10,2,10,10,0,1,1000,512,10000,2,0,nan
4,10,4,1000000,10,0,1000,10,1024,100,5,0,35.5
2,10,2,10,10,1,1000,1000,1024,10000,2,0,15690.33333
4,1,2,10,10,0,1000,10,512,100,2,0,6600.857143
2,10,4,1000000,1,1,1000,10,1024,100,2,0,0
2,10,4,10,1,0,1000,1000,1024,10000,5,0,nan
2,10,2,10,10,1,1,1000,512,10000,2,0,2531
2,1,2,1000000,1,1,1000,1000,512,10000,2,0,nan
4,1,2,1000000,1,0,1000,1000,512,10000,5,0,0
4,1,4,1000000,10,0,1,10,1024,100,5,29,nan
4,1,2,10,10,1,1000,10,1024,100,2,29,9640
2,1,2,1000000,10,0,1000,1000,512,10000,5,29,nan
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,nan
2,1,2,10,1,0,1000,10,512,100,5,0,nan
2,1,2,1000000,10,0,1000,1000,512,10000,2,0,nan
2,1,2,1000000,10,1,1,1000,1024,10000,2,0,nan
2,1,2,10,1,0,1000,1000,512,10000,2,0,nan
4,10,2,10,1,0,1000,10,1024,100,5,0,nan
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,nan
4,1,2,1000000,10,1,1,1000,1024,10000,5,29,586
4,10,2,1000000,10,1,1,10,512,100,2,0,1102
2,1,2,1000000,1,0,1000,10,512,100,5,0,nan
2,10,2,10,10,1,1,1000,512,10000,2,29,nan
2,1,2,1000000,10,1,1000,10,1024,100,5,29,0
4,10,4,10,10,1,1,1000,512,10000,5,0,3880.5
4,1,2,10,10,1,1000,1000,512,10000,2,29,7248.5
4,1,2,10,10,1,1000,10,1024,100,2,0,8654.833333
2,1,4,10,10,0,1,10,1024,100,5,0,nan
4,10,2,10,1,0,1000,10,512,100,2,0,0
4,10,2,10,10,0,1,10,1024,100,2,0,4264
4,10,2,10,10,1,1,10,512,100,2,0,0
4,1,4,10,10,1,1000,10,512,100,5,29,4634.6
4,1,4,10,10,0,1,10,1024,100,5,0,nan
2,1,4,1000000,10,1,1,10,1024,100,2,29,nan
4,10,4,1000000,1,0,1,10,512,100,5,29,nan
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,2208
2,1,4,10,1,0,1000,1000,512,10000,5,0,nan
2,10,2,1000000,10,0,1000,10,1024,100,2,29,0
4,10,2,1000000,1,0,1000,10,512,100,2,0,nan
2,1,4,10,1,0,1,10,1024,100,5,29,nan
2,1,4,10,1,1,1,1000,512,10000,5,0,nan
2,10,4,10,10,0,1000,1000,1024,10000,2,29,20749.625
4,10,2,1000000,10,1,1000,10,1024,100,5,29,2627.333333
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,nan
2,10,2,10,1,1,1,10,1024,100,2,0,nan
2,1,4,1000000,10,0,1000,10,1024,100,2,29,nan
2,1,4,10,10,0,1,1000,512,10000,2,0,0
2,10,4,1000000,10,1,1000,1000,512,10000,2,0,nan
4,10,2,10,1,0,1000,10,1024,100,2,0,6330.5
4,1,2,1000000,10,1,1,10,512,100,2,0,1038.428571
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,1446.5
2,1,2,1000000,10,0,1000,1000,1024,10000,2,29,0
2,1,4,1000000,1,0,1000,10,512,100,2,29,nan
2,1,2,10,1,0,1,1000,1024,10000,2,0,nan
4,1,2,10,10,1,1,10,1024,100,5,0,3387.4
2,1,4,10,1,1,1,1000,512,10000,5,29,nan
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,0
4,1,4,10,10,0,1000,10,512,100,5,0,3477
4,1,2,10,10,0,1,1000,1024,10000,2,0,nan
2,1,2,1000000,1,0,1,10,1024,100,2,0,nan
4,10,2,10,1,1,1,10,512,100,2,0,0
4,10,4,1000000,1,0,1000,1000,1024,10000,2,29,0
2,10,2,10,10,0,1,1000,1024,10000,2,29,nan
4,10,2,1000000,1,1,1000,10,512,100,5,0,nan
4,1,4,1000000,10,1,1000,10,512,100,2,29,58
2,1,2,1000000,10,1,1,10,1024,100,2,29,nan
4,1,4,1000000,1,1,1,1000,512,10000,2,29,nan
2,10,4,10,1,0,1,10,1024,100,2,0,nan
2,10,4,10,1,1,1000,10,1024,100,2,0,0
4,10,2,10,10,0,1,1000,512,10000,2,0,nan
4,10,2,1000000,1,1,1,1000,512,10000,5,0,0
4,10,4,1000000,10,0,1000,1000,1024,10000,2,0,0
4,10,4,10,1,1,1000,10,512,100,5,29,10810.66667
2,10,4,1000000,1,0,1000,10,512,100,2,0,16045.5
4,1,2,1000000,1,0,1,1000,1024,10000,5,0,nan
2,1,4,10,10,1,1000,10,1024,100,2,29,nan
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,1994.25
4,10,2,10,1,0,1,1000,512,10000,5,0,nan
4,10,4,10,10,1,1,1000,1024,10000,2,0,nan
4,1,2,1000000,10,1,1000,1000,512,10000,2,0,2063.5
4,10,4,1000000,10,0,1000,1000,1024,10000,5,29,22.5
2,10,2,1000000,10,1,1,1000,512,10000,5,29,nan
4,10,4,1000000,1,0,1000,1000,512,10000,2,29,1932.333333
2,10,2,10,1,1,1000,10,512,100,2,0,nan
4,1,2,1000000,1,0,1000,1000,1024,10000,5,29,nan
2,1,2,1000000,10,1,1,10,512,100,5,0,nan
4,1,2,10,1,0,1,1000,512,10000,2,29,0
2,10,4,1000000,10,1,1,10,1024,100,2,0,nan
4,1,2,10,1,0,1000,1000,1024,10000,2,29,0
4,10,2,1000000,1,1,1,10,1024,100,2,0,0
4,1,4,10,10,1,1,1000,512,10000,2,0,nan
2,1,2,1000000,1,1,1000,10,1024,100,5,0,nan
4,1,4,10,10,1,1000,10,1024,100,5,29,8472.1
4,1,2,10,10,1,1000,1000,1024,10000,2,29,0
2,10,2,1000000,10,1,1000,1000,512,10000,5,0,0
2,1,4,1000000,1,1,1000,1000,1024,10000,2,29,nan
4,10,2,1000000,10,1,1000,1000,1024,10000,2,29,1919.8
4,10,4,10,1,0,1000,10,1024,100,5,29,0
4,10,4,1000000,1,1,1,1000,512,10000,5,0,nan
4,10,4,10,1,0,1,10,512,100,2,29,0
2,1,2,1000000,10,0,1,10,1024,100,2,29,nan
2,1,2,10,10,0,1,10,512,100,2,29,nan
4,10,4,1000000,1,0,1000,1000,1024,10000,5,29,0
4,1,2,1000000,1,1,1,1000,512,10000,5,29,nan
4,1,2,10,10,0,1000,1000,512,10000,2,0,7816.333333
2,1,4,10,1,0,1000,1000,512,10000,5,29,nan
2,10,4,1000000,10,1,1,1000,1024,10000,2,0,0
2,1,2,10,10,1,1,1000,1024,10000,5,0,0
4,10,4,10,10,0,1,1000,1024,10000,5,0,3888.4
2,1,2,10,1,0,1000,1000,1024,10000,5,29,nan
4,10,4,10,10,1,1000,10,512,100,2,29,9404
4,10,4,10,10,0,1,10,512,100,2,0,3823.5
4,1,2,10,1,1,1,10,512,100,2,29,nan
4,10,4,10,10,0,1,1000,512,10000,5,0,nan
4,1,4,1000000,1,0,1000,10,1024,100,2,29,nan
4,1,2,1000000,10,0,1000,1000,1024,10000,2,29,3251.4
2,1,2,1000000,1,0,1000,1000,512,10000,5,29,nan
2,1,4,1000000,1,1,1,10,1024,100,5,0,nan
4,10,4,1000000,1,1,1,1000,1024,10000,5,0,0
4,1,2,1000000,1,1,1,10,512,100,5,29,nan
4,1,2,10,1,0,1000,1000,512,10000,2,0,nan
4,1,4,10,10,0,1,10,512,100,2,29,1570.666667
4,1,4,10,1,1,1000,1000,1024,10000,5,29,nan
4,10,2,10,10,0,1000,10,1024,100,5,0,7544.833333
2,1,4,1000000,1,0,1000,1000,512,10000,5,29,nan
2,1,4,10,10,1,1,10,512,100,2,0,nan
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,4429.5
2,10,2,10,10,1,1000,1000,512,10000,5,0,nan
4,10,4,10,1,1,1000,10,512,100,2,29,0
4,10,4,1000000,10,1,1000,1000,512,10000,2,29,nan
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,3116.5
2,1,2,10,10,1,1,10,1024,100,5,0,nan
2,1,4,1000000,10,1,1,1000,1024,10000,5,29,nan
4,1,4,1000000,10,0,1,1000,1024,10000,5,29,0
2,10,2,10,1,0,1000,1000,512,10000,5,0,nan
2,1,4,1000000,10,0,1,10,1024,100,5,0,nan
2,1,2,1000000,10,0,1,1000,1024,10000,5,29,nan
2,1,4,1000000,1,1,1000,1000,1024,10000,5,0,nan
4,1,4,10,1,0,1000,10,1024,100,2,29,9422
2,1,4,1000000,1,0,1,1000,512,10000,5,29,nan
2,10,2,10,10,1,1,1000,512,10000,2,29,nan
2,1,4,1000000,10,1,1000,1000,512,10000,5,0,nan
2,1,4,10,10,0,1,10,1024,100,2,0,nan
4,1,4,1000000,10,1,1,1000,512,10000,2,0,nan
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,832.3333333
4,10,2,10,10,0,1000,1000,512,10000,2,29,3005
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,nan
2,1,4,1000000,1,1,1,1000,512,10000,2,0,nan
2,1,2,10,10,0,1,10,512,100,5,0,0
4,10,4,10,10,1,1000,1000,1024,10000,2,29,nan
2,10,2,10,10,1,1000,10,512,100,2,0,nan
4,1,4,10,1,1,1,1000,512,10000,2,29,nan
2,1,4,10,10,1,1000,10,1024,100,5,29,15343.83333
4,1,4,10,10,1,1000,1000,1024,10000,5,0,1855.5
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,927.6666667
4,10,2,10,1,1,1000,10,512,100,5,0,7700.5
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,1308
4,10,4,1000000,1,0,1,10,512,100,2,29,nan
4,1,4,1000000,1,0,1,10,512,100,2,29,0
4,10,2,10,1,1,1,10,1024,100,5,0,0
4,10,4,1000000,10,1,1,1000,512,10000,5,0,0
2,1,4,1000000,10,0,1,10,512,100,5,0,nan
4,10,2,10,1,1,1,1000,1024,10000,5,0,nan
4,1,2,1000000,10,1,1000,10,512,100,2,0,1667
4,10,4,1000000,1,1,1000,10,512,100,2,29,0
2,1,2,10,10,0,1,10,1024,100,5,0,nan
2,1,4,1000000,1,0,1000,1000,512,10000,2,29,0
4,1,2,1000000,10,0,1,10,1024,100,2,29,nan
