time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,13,13,23500,2334,0.0,0.000,1,23500,22640,2334,163.4,163.4
40,4,4,4,13,13,70260,7007,0.0,0.000,1,70260,92580,7007,113.3,113.3
50,4,4,4,13,13,278820,27815,0.0,0.000,1,278820,371920,27815,45.5,45.5
60,4,4,4,13,13,314420,31332,0.0,0.000,1,314420,684660,31332,34.7,34.7
70,4,4,4,13,13,331140,33054,0.0,0.000,1,331140,1015220,33054,30.0,30.0
80,4,4,4,13,13,460420,45968,0.0,0.000,1,460420,1473720,45968,26.9,26.9
90,4,4,4,13,13,346860,34578,0.0,0.000,1,346860,1820900,34578,25.7,25.7
100,4,4,4,13,13,338660,33805,0.0,0.000,1,338660,2159740,33805,25.0,25.0
110,4,4,4,13,13,446020,44526,0.0,0.000,1,446020,2605380,44526,24.4,24.4
120,4,4,4,13,13,329420,32872,0.0,0.000,1,329420,2930580,32872,24.2,24.2
130,4,4,4,13,13,323400,32281,0.0,0.000,1,323400,3257000,32281,24.0,24.0
140,4,4,4,13,13,439520,43846,0.0,0.000,1,439520,3694340,43846,23.7,23.7
150,4,4,4,13,13,321960,32122,0.0,0.000,1,321960,4016540,32122,23.5,23.5
160,4,4,4,13,13,335260,33479,0.0,0.000,1,335260,4350600,33479,23.4,23.4
170,4,4,4,13,13,432540,43154,0.0,0.000,1,432540,4782900,43154,23.4,23.4
180,4,4,4,13,13,322240,32172,0.0,0.000,1,322240,5105480,32172,23.3,23.3
