time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,5760,570,0.0,0.000,10,5760,5580,570,7.1,7.9
30,4,4,4,15,15,39440,3885,0.0,0.000,10,39440,44380,3885,3.6,3.9
40,4,4,4,15,15,47660,4756,0.0,0.000,10,47660,91040,4756,2.7,2.9
50,4,4,4,15,15,61960,6183,0.0,0.000,10,61960,151820,6183,2.2,2.4
60,4,4,4,15,15,101180,10095,0.0,0.000,10,101180,252380,10095,1.8,1.9
70,4,4,4,15,15,79300,7917,0.0,0.000,10,79300,331460,7917,1.6,1.7
80,4,4,4,15,15,78400,7829,0.0,0.000,10,78400,411340,7829,1.5,1.6
90,4,4,4,15,15,108840,10856,0.0,0.000,10,108840,518360,10856,1.4,1.5
100,4,4,4,15,15,81400,8127,0.0,0.000,10,81400,598720,8127,1.4,1.4
110,4,4,4,15,15,80820,8071,0.0,0.000,10,80820,678760,8071,1.4,1.4
120,4,4,4,15,15,109340,10919,0.0,0.000,10,109340,785920,10919,1.3,1.4
130,4,4,4,15,15,80560,8035,0.0,0.000,10,80560,866960,8035,1.3,1.3
140,4,4,4,15,15,82060,8195,0.0,0.000,10,82060,947980,8195,1.3,1.3
150,4,4,4,15,15,108880,10874,0.0,0.000,10,108880,1055960,10874,1.3,1.3
160,4,4,4,15,15,80160,8006,0.0,0.000,10,80160,1136680,8006,1.3,1.3
170,4,4,4,15,15,80600,8049,0.0,0.000,10,80600,1217620,8049,1.2,1.3
180,4,4,4,15,15,106300,10615,0.0,0.000,10,106300,1325540,10615,1.2,1.3
