time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,6,6,20,1,1.0,1.000,1,20,0,1,0.0,0.0
40,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,6,6,600,59,59.0,59.000,1,600,720,59,10.6,10.6
60,4,4,4,6,6,1500,149,149.0,149.000,1,1500,2180,149,8.6,8.6
70,4,4,4,6,6,1020,101,101.0,101.000,1,1020,3300,101,8.3,8.3
80,4,4,4,6,6,940,93,93.0,93.000,1,940,4400,93,8.3,8.3
90,4,4,4,6,6,1560,155,155.0,155.000,1,1560,5840,155,8.1,8.1
100,4,4,4,6,6,1140,113,113.0,113.000,1,1140,6920,113,8.0,8.0
110,4,4,4,6,6,1180,117,117.0,117.000,1,1180,8000,117,8.2,8.2
120,4,4,4,6,6,1240,123,123.0,123.000,1,1240,9420,123,8.2,8.2
130,4,4,4,6,6,1060,105,105.0,105.000,1,1060,10480,105,8.2,8.2
140,4,4,4,6,6,1220,121,121.0,121.000,1,1220,11580,121,8.1,8.1
150,4,4,4,6,6,1280,127,127.0,127.000,1,1280,13020,127,8.1,8.1
160,4,4,4,6,6,900,89,89.0,89.000,1,900,14120,89,8.1,8.1
170,4,4,4,6,6,1020,101,101.0,101.000,1,1020,15200,101,8.1,8.1
180,4,4,4,6,6,1440,143,143.0,143.000,1,1440,16660,143,8.1,8.1
