time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,15,15,20,1,1.0,1.000,1,20,20,1,15.0,15.0
40,4,4,4,15,15,0,0,0.0,0.000,1,0,20,0,15.0,15.0
50,4,4,4,15,15,880,87,87.0,87.000,1,880,860,87,9.2,9.2
60,4,4,4,15,15,1720,171,171.0,171.000,1,1720,2560,171,7.8,7.8
70,4,4,4,15,15,1020,101,101.0,101.000,1,1020,3820,101,7.5,7.5
80,4,4,4,15,15,1120,111,111.0,111.000,1,1120,5040,111,7.7,7.7
90,4,4,4,15,15,1840,183,183.0,183.000,1,1840,6740,183,7.7,7.7
100,4,4,4,15,15,1300,129,129.0,129.000,1,1300,8100,129,7.5,7.5
110,4,4,4,15,15,1360,135,135.0,135.000,1,1360,9400,135,7.1,7.1
120,4,4,4,15,15,1680,167,167.0,167.000,1,1680,11140,167,7.1,7.1
130,4,4,4,15,15,1260,125,125.0,125.000,1,1260,12480,125,7.2,7.2
140,4,4,4,15,15,1280,127,127.0,127.000,1,1280,13800,127,7.0,7.0
150,4,4,4,15,15,1820,181,181.0,181.000,1,1820,15620,181,7.0,7.0
160,4,4,4,15,15,1320,131,131.0,131.000,1,1320,16960,131,7.0,7.0
170,4,4,4,15,15,1300,129,129.0,129.000,1,1300,18320,129,7.0,7.0
180,4,4,4,15,15,1700,169,169.0,169.000,1,1700,20040,169,7.0,7.0
