time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,15060,1495,0.0,0.000,10,15060,4800,1495,2390.3,4020.0
30,4,4,4,13,13,34300,3379,0.0,0.000,10,34300,38760,3379,3914.7,4841.0
40,4,4,4,13,13,43880,4375,0.0,0.000,10,43880,82180,4375,2971.8,3418.4
50,4,4,4,13,13,107200,10689,0.0,0.000,10,107200,189020,10689,1811.6,2028.0
60,4,4,4,13,13,248560,24806,0.0,0.000,10,248560,437780,24806,1052.1,1178.5
70,4,4,4,13,13,247200,24650,0.0,0.000,10,247200,685140,24650,806.9,892.3
80,4,4,4,13,13,280300,27962,0.0,0.000,10,280300,965220,27962,668.0,737.0
90,4,4,4,13,13,399320,39749,0.0,0.000,10,399320,1363000,39749,561.7,625.1
100,4,4,4,13,13,313120,31218,0.0,0.000,10,313120,1677740,31218,510.8,561.8
110,4,4,4,13,13,319140,31853,0.0,0.000,10,319140,1993800,31853,475.3,525.1
120,4,4,4,13,13,376160,37499,0.0,0.000,10,376160,2371600,37499,450.5,499.4
130,4,4,4,13,13,276660,27569,0.0,0.000,10,276660,2648620,27569,437.4,482.6
140,4,4,4,13,13,292340,29190,0.0,0.000,10,292340,2937780,29190,424.9,469.3
150,4,4,4,13,13,426980,42561,0.0,0.000,10,426980,3363260,42561,407.3,445.3
160,4,4,4,13,13,304780,30435,0.0,0.000,10,304780,3666920,30435,398.2,435.9
170,4,4,4,13,13,335360,33475,0.0,0.000,10,335360,4000760,33475,387.5,426.1
180,4,4,4,13,13,418160,41728,0.0,0.000,10,418160,4417740,41728,378.4,414.3
