time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,43,43,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,43,43,14500,1439,0.0,0.000,1,4760,3540,472,2905.1,2905.1
30,4,2,2,43,43,187740,18567,0.0,0.000,1,46960,51480,4644,344.2,344.2
40,4,2,2,43,43,573360,56616,0.0,0.000,1,128880,180180,12726,137.3,137.3
50,4,2,2,43,43,713020,70954,0.0,0.000,1,195960,374720,19500,92.0,92.0
60,4,2,2,43,43,610720,60581,0.0,0.000,1,151200,527980,14998,79.2,79.2
70,4,2,2,43,43,618500,61640,0.0,0.000,1,156040,682860,15551,73.2,73.2
80,4,2,2,43,43,811240,80520,0.0,0.000,1,202980,885740,20146,67.8,67.8
90,4,2,2,43,43,633680,62940,0.0,0.000,1,160420,1043540,15933,65.2,65.2
100,4,2,2,43,43,648160,64506,0.0,0.000,1,161800,1205460,16102,63.2,63.2
110,4,2,2,43,43,826620,82349,0.0,0.000,1,203760,1411000,20298,61.1,61.1
120,4,2,2,43,43,629860,62741,0.0,0.000,1,157340,1568640,15672,59.9,59.9
130,4,2,2,43,43,629180,62742,0.0,0.000,1,156680,1726160,15624,59.0,59.0
140,4,2,2,43,43,711080,70683,0.0,0.000,1,157880,1884380,15693,58.2,58.2
150,4,2,2,43,43,744380,74119,0.0,0.000,1,207340,2090260,20645,57.4,57.4
160,4,2,2,43,43,634600,63156,0.0,0.000,1,158580,2248480,15782,56.7,56.7
170,4,2,2,43,43,689280,68694,0.0,0.000,1,151460,2402140,15094,56.4,56.4
180,4,2,2,43,43,768020,76618,0.0,0.000,1,210200,2611900,20969,55.9,55.9
