time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,4,4,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,4,4,1020,101,101.0,101.000,1,1020,420,101,3265.1,3265.1
40,4,4,4,4,4,0,0,0.0,0.000,1,0,420,0,3265.1,3265.1
50,4,4,4,4,4,0,0,0.0,0.000,1,0,420,0,3265.1,3265.1
60,4,4,4,4,4,0,0,0.0,0.000,1,0,420,0,3265.1,3265.1
70,4,4,4,4,4,-1020,-101,-101.0,-101.000,1,-1020,0,-101,0.0,0.0
80,4,4,4,4,4,560,55,55.0,55.000,1,560,0,55,0.0,0.0
90,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
110,4,4,4,4,4,-560,-55,-55.0,-55.000,1,-560,0,-55,0.0,0.0
120,4,4,4,4,4,500,49,49.0,49.000,1,500,0,49,0.0,0.0
130,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
140,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
150,4,4,4,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
160,4,4,3,4,4,-500,-49,-49.0,-49.000,0,-500,0,-49,0.0,0.0
170,4,3,4,4,4,720,71,71.0,71.000,1,720,0,71,0.0,0.0
180,4,4,4,4,4,-200,-19,-19.0,-19.000,1,-200,0,-19,0.0,0.0
