time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
30,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
40,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
50,4,4,4,18,18,0,0,0.0,0.000,0,0,0,0,0.0,0.0
60,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
70,4,4,4,18,18,2720,270,270.0,264.000,10,2660,0,264,0.0,0.0
80,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
90,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
100,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
110,4,4,4,18,18,-960,-95,-95.0,-93.000,10,-940,0,-93,0.0,0.0
120,4,4,4,18,18,-1540,-153,-153.0,-149.000,10,-1500,0,-149,0.0,0.0
130,4,4,4,18,18,1380,137,137.0,129.000,10,1300,0,129,0.0,0.0
140,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
150,4,4,4,18,18,0,0,0.0,0.000,10,0,0,0,0.0,0.0
160,4,2,2,18,18,-1520,-151,-151.0,-151.000,3,-1520,0,-151,0.0,0.0
170,4,4,4,18,18,0,0,0.0,0.000,3,0,0,0,0.0,0.0
180,4,4,4,18,18,-80,-7,-7.0,0.000,5,0,0,0,0.0,0.0
