time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,4,4,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,4,4,6500,646,0.0,0.000,1,6500,5520,646,215.4,215.4
30,4,2,2,4,4,100800,10065,0.0,0.000,1,100800,105460,10065,72.6,72.6
40,4,2,2,4,4,515720,51525,0.0,0.000,1,515720,622460,51525,27.3,27.3
50,4,2,2,4,4,471320,47070,0.0,0.000,1,471320,1092960,47070,22.4,22.4
60,4,2,2,4,4,459560,45910,0.0,0.000,1,459560,1551400,45910,20.6,20.6
70,4,2,2,4,4,638020,63731,0.0,0.000,1,638020,2186220,63731,19.1,19.1
80,4,2,2,4,4,487540,48705,0.0,0.000,1,487540,2674680,48705,18.5,18.5
90,4,2,2,4,4,466620,46559,0.0,0.000,1,466620,3140040,46559,18.1,18.1
100,4,2,2,4,4,636980,63628,0.0,0.000,1,636980,3776740,63628,17.6,17.6
110,4,2,2,4,4,467100,46663,0.0,0.000,1,467100,4242240,46663,17.5,17.5
120,4,2,2,4,4,482360,48192,0.0,0.000,1,482360,4720280,48192,17.3,17.3
130,4,2,2,4,4,628480,62785,0.0,0.000,1,628480,5347320,62785,17.1,17.1
140,4,2,2,4,4,463040,46220,0.0,0.000,1,463040,5812020,46220,17.0,17.0
150,4,2,2,4,4,474640,47416,0.0,0.000,1,474640,6282740,47416,16.9,16.9
160,4,2,2,4,4,480000,47956,0.0,0.000,1,480000,6765120,47956,16.7,16.7
170,4,2,2,4,4,625960,62502,0.0,0.000,1,625960,7386860,62502,16.7,16.7
180,4,2,2,4,4,476760,47623,0.0,0.000,1,476760,7864140,47623,16.6,16.6
