time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,13820,1375,0.0,0.000,10,6780,0,674,0.0,0.0
30,4,4,4,16,16,30060,2997,0.0,0.000,10,8840,6060,881,8694.0,13830.6
40,4,4,4,16,16,72880,7243,0.0,0.000,10,17280,23080,1717,9476.4,12557.3
50,4,4,4,16,16,151540,15128,0.0,0.000,10,35500,58420,3543,5359.4,6178.0
60,4,4,4,16,16,456200,45447,0.0,0.000,10,118600,177460,11815,2401.0,2709.1
70,4,4,4,16,16,441840,44073,0.0,0.000,10,105780,283820,10551,1840.6,1936.6
80,4,4,4,16,16,459820,45798,0.0,0.000,10,115040,398440,11458,1535.6,1635.4
90,4,4,4,16,16,500300,49860,0.0,0.000,10,130920,528940,13047,1358.3,1429.6
100,4,4,4,16,16,548540,54733,0.0,0.000,10,132700,662000,13240,1244.4,1322.1
110,4,4,4,16,16,466060,46531,0.0,0.000,10,116380,778460,11619,1174.7,1238.8
120,4,4,4,16,16,489640,48841,0.0,0.000,10,126300,905540,12598,1126.6,1194.9
130,4,4,4,16,16,616740,61458,0.0,0.000,10,146340,1053440,14582,1068.8,1123.3
140,4,4,4,16,16,485820,48427,0.0,0.000,10,120980,1174600,12059,1035.5,1096.0
150,4,4,4,16,16,559060,55811,0.0,0.000,10,146640,1323000,14639,999.9,1052.1
160,4,4,4,16,16,584200,58227,0.0,0.000,10,139520,1462160,13906,977.1,1030.7
170,4,4,4,16,16,471460,47075,0.0,0.000,10,116440,1579700,11626,960.7,1012.8
180,4,4,4,16,16,490700,48957,0.0,0.000,10,125860,1706780,12557,951.5,1003.0
