time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,15,15,600,59,59.0,59.000,1,600,680,59,5.9,5.9
50,4,2,2,15,15,1520,151,151.0,151.000,1,1520,2080,151,6.7,6.7
60,4,2,2,15,15,1620,161,161.0,161.000,1,1620,3420,161,6.7,6.7
70,4,2,2,15,15,1960,195,195.0,195.000,1,1960,5260,195,6.6,6.6
80,4,2,2,15,15,1540,153,153.0,153.000,1,1540,6680,153,6.4,6.4
90,4,2,2,15,15,1540,153,153.0,153.000,1,1540,8100,153,6.4,6.4
100,4,2,2,15,15,1880,187,187.0,187.000,1,1880,9900,187,6.7,6.7
110,4,2,2,15,15,1600,159,159.0,159.000,1,1600,11300,159,6.6,6.6
120,4,2,2,15,15,1380,137,137.0,137.000,1,1380,12720,137,6.4,6.4
130,4,2,2,15,15,1220,121,121.0,121.000,1,1220,14120,121,6.3,6.3
140,4,2,2,15,15,2120,211,211.0,211.000,1,2120,16040,211,6.2,6.2
150,4,2,2,15,15,1360,135,135.0,135.000,1,1360,17440,135,6.1,6.1
160,4,2,2,15,15,1480,147,147.0,147.000,1,1480,18820,147,6.2,6.2
170,4,2,2,15,15,1620,161,161.0,161.000,1,1620,20680,161,6.2,6.2
180,4,2,2,15,15,1220,121,121.0,121.000,1,1220,22040,121,6.3,6.3
