time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,6,6,4100,409,0.0,0.000,1,4100,3720,409,1.8,1.8
40,4,4,4,6,6,7040,703,0.0,0.000,1,7040,11000,703,1.4,1.4
50,4,4,4,6,6,8320,831,0.0,0.000,1,8320,18780,831,1.3,1.3
60,4,4,4,6,6,10000,999,0.0,0.000,1,10000,29320,999,1.2,1.2
70,4,4,4,6,6,8120,811,0.0,0.000,1,8120,37380,811,1.2,1.2
80,4,4,4,6,6,7960,795,0.0,0.000,1,7960,45420,795,1.2,1.2
90,4,4,4,6,6,11080,1105,0.0,0.000,1,11080,56260,1105,1.2,1.2
100,4,4,4,6,6,8360,835,0.0,0.000,1,8360,64380,835,1.2,1.2
110,4,4,4,6,6,7880,787,0.0,0.000,1,7880,72540,787,1.1,1.1
120,4,4,4,6,6,11100,1108,0.0,0.000,1,11100,83420,1108,1.1,1.1
130,4,4,4,6,6,8060,804,0.0,0.000,1,8060,91580,804,1.1,1.1
140,4,4,4,6,6,8180,817,0.0,0.000,1,8180,99800,817,1.1,1.1
150,4,4,4,6,6,7700,769,0.0,0.000,1,7700,107960,769,1.1,1.1
160,4,4,4,6,6,10960,1095,0.0,0.000,1,10960,118880,1095,1.1,1.1
170,4,4,4,6,6,8380,837,0.0,0.000,1,8380,127080,837,1.1,1.1
180,4,4,4,6,6,8000,798,0.0,0.000,1,8000,135300,798,1.1,1.1
