time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,9,9,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,9,9,14460,1437,0.0,0.000,1,3460,2720,344,542.4,542.4
30,4,2,2,9,9,170500,16955,0.0,0.000,1,42540,44620,4230,187.7,187.7
40,4,2,2,9,9,630560,62911,0.0,0.000,1,172660,217680,17226,80.4,80.4
50,4,2,2,9,9,837980,83655,0.0,0.000,1,192080,412020,19175,61.0,61.0
60,4,2,2,9,9,797540,79602,0.0,0.000,1,203760,612800,20337,53.9,53.9
70,4,2,2,9,9,1002640,99675,0.0,0.000,1,267780,880880,26620,49.3,49.3
80,4,2,2,9,9,892880,89172,0.0,0.000,1,207380,1087880,20711,47.2,47.2
90,4,2,2,9,9,833520,82986,0.0,0.000,1,207860,1296160,20694,45.6,45.6
100,4,2,2,9,9,821000,81985,0.0,0.000,1,206240,1501220,20595,44.6,44.6
110,4,2,2,9,9,1090860,108900,1.0,0.000,1,270140,1772500,26968,43.7,43.7
120,4,2,2,9,9,812120,81066,0.0,0.000,1,200800,1976020,20043,43.2,43.2
130,4,2,2,9,9,839920,83882,0.0,0.000,1,210860,2184280,21058,42.7,42.7
140,4,2,2,9,9,1112240,110825,1.0,0.000,1,275780,2461300,27479,42.2,42.2
150,4,2,2,9,9,811280,81014,0.0,0.000,1,200540,2663780,20025,42.0,42.0
160,4,2,2,9,9,809520,80846,0.0,0.000,1,200700,2867420,20043,41.7,41.7
170,4,2,2,9,9,1095660,109325,1.0,0.000,1,275280,3142620,27467,41.4,41.4
180,4,2,2,9,9,819620,81855,0.0,0.000,1,204940,3348440,20467,41.2,41.2
