time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,7,7,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,7,7,1460,145,145.0,85.000,1,860,0,85,0.0,0.0
40,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
60,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
70,4,4,4,7,7,680,67,67.0,11.000,1,120,140,11,2411.1,2411.1
80,4,4,4,7,7,960,95,95.0,19.000,1,200,320,19,4238.9,4238.9
90,4,4,4,7,7,220,21,21.0,0.000,1,0,320,0,4238.9,4238.9
100,4,4,4,7,7,0,0,0.0,0.000,1,0,320,0,4238.9,4238.9
110,4,4,4,7,7,0,0,0.0,0.000,1,0,320,0,4238.9,4238.9
120,4,4,4,7,7,-560,-55,-55.0,-7.000,1,-80,0,-7,0.0,0.0
130,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
140,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
150,4,4,4,7,7,0,0,0.0,0.000,1,0,0,0,0.0,0.0
160,4,4,3,7,7,-1680,-167,-167.0,-109.000,0,-1100,0,-109,0.0,0.0
170,4,3,4,7,7,1680,167,167.0,109.000,1,1100,0,109,0.0,0.0
180,4,4,4,7,7,-740,-73,-73.0,-11.000,1,-120,0,-11,0.0,0.0
