time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,15,15,560,55,0.0,0.000,1,560,560,55,2.1,2.1
30,4,2,2,15,15,7340,732,0.0,0.000,1,7340,7980,732,1.2,1.2
40,4,2,2,15,15,8520,850,0.0,0.000,1,8520,16060,850,1.1,1.1
50,4,2,2,15,15,10420,1040,0.0,0.000,1,10420,26920,1040,1.1,1.1
60,4,2,2,15,15,8420,841,0.0,0.000,1,8420,35060,841,1.1,1.1
70,4,2,2,15,15,7980,797,0.0,0.000,1,7980,43240,797,1.1,1.1
80,4,2,2,15,15,10780,1076,0.0,0.000,1,10780,54180,1076,1.1,1.1
90,4,2,2,15,15,8440,841,0.0,0.000,1,8440,62380,841,1.1,1.1
100,4,2,2,15,15,8360,834,0.0,0.000,1,8360,70580,834,1.1,1.1
110,4,2,2,15,15,10720,1070,0.0,0.000,1,10720,81480,1070,1.1,1.1
120,4,2,2,15,15,7920,791,0.0,0.000,1,7920,89660,791,1.1,1.1
130,4,2,2,15,15,8280,827,0.0,0.000,1,8280,97860,827,1.1,1.1
140,4,2,2,15,15,10860,1085,0.0,0.000,1,10860,108800,1085,1.1,1.1
150,4,2,2,15,15,8320,831,0.0,0.000,1,8320,117000,831,1.1,1.1
160,4,2,2,15,15,8320,831,0.0,0.000,1,8320,125240,831,1.1,1.1
170,4,2,2,15,15,11220,1120,0.0,0.000,1,11220,136180,1120,1.1,1.1
180,4,2,2,15,15,7900,789,0.0,0.000,1,7900,144420,789,1.1,1.1
