time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,22,22,3780,375,375.0,375.000,10,3780,80,375,508.0,2783.0
40,4,4,4,22,22,1040,103,103.0,103.000,10,1040,80,103,508.0,2783.0
50,4,4,4,22,22,0,0,0.0,0.000,10,0,80,0,508.0,2783.0
60,4,4,4,22,22,0,0,0.0,0.000,10,0,80,0,508.0,2783.0
70,4,4,4,22,22,-2600,-259,-259.0,-259.000,10,-2600,0,-259,0.0,0.0
80,4,4,4,22,22,-2220,-221,-221.0,-221.000,10,-2220,0,-221,0.0,0.0
90,4,4,4,22,22,2060,205,205.0,205.000,10,2060,40,205,305.5,2821.0
100,4,4,4,22,22,1920,191,191.0,191.000,10,1920,40,191,305.5,2821.0
110,4,4,4,22,22,0,0,0.0,0.000,10,0,40,0,305.5,2821.0
120,4,4,4,22,22,0,0,0.0,0.000,10,0,40,0,305.5,2821.0
130,4,2,2,22,22,-2060,-205,-205.0,-205.000,6,-2060,0,-205,0.0,0.0
140,4,4,4,22,22,-980,-97,-97.0,-97.000,3,-980,0,-97,0.0,0.0
150,4,4,4,22,22,-940,-93,-93.0,-93.000,10,-940,0,-93,0.0,0.0
160,4,4,4,22,22,2560,255,255.0,255.000,10,2560,0,255,0.0,0.0
170,4,4,4,22,22,1240,123,123.0,123.000,10,1240,0,123,0.0,0.0
180,4,4,4,22,22,0,0,0.0,0.000,10,0,0,0,0.0,0.0
