time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,45,45,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,45,45,2880,284,0.0,0.000,1,680,660,67,5.1,5.1
30,4,4,4,45,45,21260,2089,0.0,0.000,1,5180,6140,508,2.6,2.6
40,4,4,4,45,45,29600,2952,0.0,0.000,1,7180,13460,716,1.8,1.8
50,4,4,4,45,45,30920,3085,0.0,0.000,1,7480,20900,746,1.6,1.6
60,4,4,4,45,45,41280,4119,0.0,0.000,1,10340,31120,1031,1.4,1.4
70,4,4,4,45,45,32220,3215,0.0,0.000,1,8300,39020,828,1.4,1.4
80,4,4,4,45,45,31920,3185,0.0,0.000,1,7900,46920,788,1.3,1.3
90,4,4,4,45,45,41920,4179,0.0,0.000,1,10480,57400,1044,1.3,1.3
100,4,4,4,45,45,31700,3163,0.0,0.000,1,7760,65380,774,1.3,1.3
110,4,4,4,45,45,31940,3188,0.0,0.000,1,7480,73360,746,1.2,1.2
120,4,4,4,45,45,42640,4255,0.0,0.000,1,10720,84040,1069,1.2,1.2
130,4,4,4,45,45,32020,3191,0.0,0.000,1,8260,92000,823,1.2,1.2
140,4,4,4,45,45,32500,3244,0.0,0.000,1,7920,100060,790,1.2,1.2
150,4,4,4,45,45,40000,3992,0.0,0.000,1,11140,110780,1111,1.2,1.2
160,4,4,4,45,45,33780,3371,0.0,0.000,1,7820,118860,780,1.2,1.2
170,4,4,4,45,45,32500,3244,0.0,0.000,1,8040,126940,802,1.2,1.2
180,4,4,4,45,45,39540,3947,0.0,0.000,1,11160,137760,1114,1.2,1.2
