time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,8740,873,0.0,0.000,1,8740,8540,873,38.3,38.3
20,4,2,2,15,15,131160,12905,0.0,0.000,1,131160,137780,12905,7.9,7.9
30,4,2,2,15,15,426860,42562,0.0,0.000,1,426860,565080,42562,8.7,8.7
40,4,2,2,15,15,627500,62512,0.0,0.000,1,627500,1193220,62512,8.2,8.2
50,4,2,2,15,15,456220,45553,0.0,0.000,1,456220,1649340,45553,8.0,8.0
60,4,2,2,15,15,472260,47103,0.0,0.000,1,472260,2120180,47103,7.8,7.8
70,4,2,2,15,15,624360,62230,0.0,0.000,1,624360,2746260,62230,7.7,7.7
80,4,2,2,15,15,479060,47834,0.0,0.000,1,479060,3224360,47834,7.8,7.8
90,4,2,2,15,15,469660,46736,0.0,0.000,1,469660,3696420,46736,7.8,7.8
100,4,2,2,15,15,455700,45465,0.0,0.000,1,455700,4154100,45465,7.8,7.8
110,4,2,2,15,15,645600,64444,0.0,0.000,1,645600,4800700,64444,7.8,7.8
120,4,2,2,15,15,481020,47996,0.0,0.000,1,481020,5281160,47996,7.8,7.8
130,4,2,2,15,15,449600,44749,0.0,0.000,1,449600,5731020,44749,7.8,7.8
140,4,2,2,15,15,646840,64561,0.0,0.000,1,646840,6377840,64561,7.7,7.7
150,4,2,2,15,15,477140,47661,0.0,0.000,1,477140,6855600,47661,7.7,7.7
160,4,2,2,15,15,475920,47492,0.0,0.000,1,475920,7330980,47492,7.7,7.7
170,4,2,2,15,15,633380,63249,0.0,0.000,1,633380,7961780,63249,7.7,7.7
180,4,2,2,15,15,463300,46251,0.0,0.000,1,463300,8423360,46251,7.7,7.7
