time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,15,15,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,15,15,1880,186,186.0,186.000,1,1880,900,186,1970.1,1970.1
30,4,2,2,15,15,0,0,0.0,0.000,1,0,900,0,1970.1,1970.1
40,4,2,2,15,15,0,0,0.0,0.000,1,0,900,0,1970.1,1970.1
50,4,2,2,15,15,0,0,0.0,0.000,1,0,900,0,1970.1,1970.1
60,4,2,2,15,15,-1420,-141,-141.0,-141.000,1,-1420,0,-141,0.0,0.0
70,4,2,2,15,15,2700,269,269.0,269.000,1,2700,2180,269,1596.2,1596.2
80,4,2,2,15,15,0,0,0.0,0.000,1,0,2180,0,1596.2,1596.2
90,4,2,2,15,15,0,0,0.0,0.000,1,0,2180,0,1596.2,1596.2
100,4,2,2,15,15,0,0,0.0,0.000,1,0,2180,0,1596.2,1596.2
110,4,2,2,15,15,-1980,-197,-197.0,-197.000,1,-1980,60,-197,735.3,735.3
120,4,2,2,15,15,2300,229,229.0,229.000,1,2300,2440,229,1882.0,1882.0
130,4,2,2,15,15,0,0,0.0,0.000,1,0,2440,0,1882.0,1882.0
140,4,2,2,15,15,0,0,0.0,0.000,1,0,2440,0,1882.0,1882.0
150,4,2,2,15,15,-3480,-347,-347.0,-347.000,0,-3480,0,-347,0.0,0.0
160,4,2,2,15,15,0,0,0.0,0.000,1,0,0,0,0.0,0.0
170,4,2,2,15,15,3040,303,303.0,303.000,1,3040,2540,303,1920.3,1920.3
180,4,2,2,15,15,2940,293,293.0,293.000,1,2940,5640,293,1931.3,1931.3
