time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,22,22,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,22,22,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,22,22,120,11,11.0,11.000,10,120,120,11,137.5,480.5
40,4,4,4,22,22,320,31,31.0,31.000,10,320,440,31,104.2,480.5
50,4,4,4,22,22,120,11,11.0,11.000,10,120,540,11,110.5,480.5
60,4,4,4,22,22,0,0,0.0,0.000,10,0,540,0,110.5,480.5
70,4,4,4,22,22,0,0,0.0,0.000,10,0,540,0,110.5,480.5
80,4,4,4,22,22,-160,-15,-15.0,-15.000,10,-160,380,-15,86.5,480.5
90,4,4,4,22,22,60,5,5.0,5.000,10,60,460,5,95.3,480.5
100,4,4,4,22,22,0,0,0.0,0.000,10,0,460,0,95.3,480.5
110,4,4,4,22,22,80,7,7.0,7.000,10,80,540,7,98.9,480.5
120,4,4,4,22,22,860,85,85.0,85.000,10,860,1300,85,96.1,480.5
130,4,4,4,22,22,40,3,3.0,3.000,10,40,1360,3,96.5,480.5
140,4,4,4,22,22,0,0,0.0,0.000,10,0,1360,0,96.5,480.5
150,4,4,4,22,22,0,0,0.0,0.000,10,0,1360,0,96.5,480.5
160,4,3,3,22,22,-1440,-143,-143.0,-143.000,0,-1440,0,-143,0.0,0.0
170,4,4,4,22,22,0,0,0.0,0.000,3,0,20,0,2.3,7.0
180,4,4,4,22,22,0,0,0.0,0.000,10,0,0,0,0.0,0.0
