time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,16,16,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,16,16,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,16,16,120,11,11.0,1.000,10,20,0,1,0.0,0.0
40,4,4,4,16,16,100,9,9.0,3.000,10,40,20,3,106.6,1066.0
50,4,4,4,16,16,0,0,0.0,0.000,10,0,20,0,106.6,1066.0
60,4,4,4,16,16,0,0,0.0,0.000,10,0,20,0,106.6,1066.0
70,4,4,4,16,16,0,0,0.0,0.000,10,0,20,0,106.6,1066.0
80,4,4,4,16,16,360,35,35.0,13.000,10,140,180,13,251.0,1066.0
90,4,4,4,16,16,120,11,11.0,3.000,10,40,240,3,318.7,746.5
100,4,4,4,16,16,0,0,0.0,0.000,10,0,240,0,318.7,746.5
110,4,4,4,16,16,0,0,0.0,0.000,10,0,240,0,318.7,746.5
120,4,4,4,16,16,0,0,0.0,0.000,10,0,240,0,318.7,746.5
130,4,4,4,16,16,-140,-13,-13.0,0.000,10,0,240,0,318.7,746.5
140,4,4,4,16,16,580,57,57.0,13.000,10,140,360,13,306.8,729.5
150,4,4,4,16,16,1340,133,133.0,31.000,10,320,760,31,211.4,403.7
160,4,4,4,16,16,1280,127,127.0,35.000,10,360,1120,35,189.9,325.8
170,4,4,4,16,16,1580,157,157.0,45.000,10,460,1500,45,179.0,300.0
180,4,4,4,16,16,1280,127,127.0,29.000,10,300,1840,29,172.7,288.2
