time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,4,4,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,4,4,9200,912,0.0,0.000,1,9200,8440,912,1.2,1.2
30,4,2,2,4,4,8000,799,0.0,0.000,1,8000,16480,799,1.2,1.2
40,4,2,2,4,4,8300,828,0.0,0.000,1,8300,24660,828,1.2,1.2
50,4,2,2,4,4,11480,1146,0.0,0.000,1,11480,35540,1146,1.1,1.1
60,4,2,2,4,4,8420,841,0.0,0.000,1,8420,43740,841,1.1,1.1
70,4,2,2,4,4,8160,815,0.0,0.000,1,8160,51980,815,1.1,1.1
80,4,2,2,4,4,10920,1091,0.0,0.000,1,10920,62960,1091,1.1,1.1
90,4,2,2,4,4,8180,816,0.0,0.000,1,8180,71200,816,1.1,1.1
100,4,2,2,4,4,8180,817,0.0,0.000,1,8180,79460,817,1.1,1.1
110,4,2,2,4,4,10040,1003,0.0,0.000,1,10040,90420,1003,1.1,1.1
120,4,2,2,4,4,7740,773,0.0,0.000,1,7740,98660,773,1.1,1.1
130,4,2,2,4,4,8400,839,0.0,0.000,1,8400,106900,839,1.1,1.1
140,4,2,2,4,4,10820,1081,0.0,0.000,1,10820,117880,1081,1.1,1.1
150,4,2,2,4,4,8380,837,0.0,0.000,1,8380,126120,837,1.1,1.1
160,4,2,2,4,4,8320,831,0.0,0.000,1,8320,134380,831,1.1,1.1
170,4,2,2,4,4,11220,1121,0.0,0.000,1,11220,145340,1121,1.1,1.1
180,4,2,2,4,4,7960,795,0.0,0.000,1,7960,153580,795,1.1,1.1
