time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
20,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,2,2,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,2,2,6,6,380,37,37.0,37.000,1,380,400,37,10.1,10.1
50,4,2,2,6,6,620,61,61.0,61.000,1,620,1160,61,10.7,10.7
60,4,2,2,6,6,760,75,75.0,75.000,1,760,1920,75,11.7,11.7
70,4,2,2,6,6,1000,99,99.0,99.000,1,1000,2980,99,12.0,12.0
80,4,2,2,6,6,660,65,65.0,65.000,1,660,3740,65,11.8,11.8
90,4,2,2,6,6,700,69,69.0,69.000,1,700,4500,69,11.7,11.7
100,4,2,2,6,6,940,93,93.0,93.000,1,940,5500,93,11.8,11.8
110,4,2,2,6,6,640,63,63.0,63.000,1,640,6280,63,11.6,11.6
120,4,2,2,6,6,720,71,71.0,71.000,1,720,7040,71,11.6,11.6
130,4,2,2,6,6,1120,111,111.0,111.000,1,1120,8060,111,11.5,11.5
140,4,2,2,6,6,780,77,77.0,77.000,1,780,8860,77,11.6,11.6
150,4,2,2,6,6,700,69,69.0,69.000,1,700,9640,69,11.6,11.6
160,4,2,2,6,6,680,67,67.0,67.000,1,680,10380,67,11.5,11.5
170,4,2,2,6,6,1000,99,99.0,99.000,1,1000,11420,99,11.5,11.5
180,4,2,2,6,6,900,89,89.0,89.000,1,900,12200,89,11.4,11.4
