time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,760,75,0.0,0.000,1,760,780,75,35.6,35.6
20,4,2,2,13,13,7040,697,0.0,0.000,1,7040,8240,697,4.4,4.4
30,4,2,2,13,13,8680,866,0.0,0.000,1,8680,16300,866,2.8,2.8
40,4,2,2,13,13,10840,1082,0.0,0.000,1,10840,27100,1082,2.1,2.1
50,4,2,2,13,13,8220,820,0.0,0.000,1,8220,35220,820,1.9,1.9
60,4,2,2,13,13,7660,765,0.0,0.000,1,7660,43420,765,1.8,1.8
70,4,2,2,13,13,11160,1114,0.0,0.000,1,11160,54340,1114,1.6,1.6
80,4,2,2,13,13,8440,843,0.0,0.000,1,8440,62560,843,1.6,1.6
90,4,2,2,13,13,8460,844,0.0,0.000,1,8460,70720,844,1.5,1.5
100,4,2,2,13,13,11000,1098,0.0,0.000,1,11000,81640,1098,1.4,1.4
110,4,2,2,13,13,8300,829,0.0,0.000,1,8300,89820,829,1.4,1.4
120,4,2,2,13,13,7920,791,0.0,0.000,1,7920,97980,791,1.4,1.4
130,4,2,2,13,13,8080,806,0.0,0.000,1,8080,106120,806,1.4,1.4
140,4,2,2,13,13,10980,1097,0.0,0.000,1,10980,117060,1097,1.3,1.3
150,4,2,2,13,13,8080,806,0.0,0.000,1,8080,125260,806,1.3,1.3
160,4,2,2,13,13,8300,829,0.0,0.000,1,8300,133460,829,1.3,1.3
170,4,2,2,13,13,10460,1044,0.0,0.000,1,10460,144420,1044,1.3,1.3
180,4,2,2,13,13,8220,821,0.0,0.000,1,8220,152660,821,1.3,1.3
