time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,52,52,0,0,0.0,0.000,5,0,0,0,0.0,0.0
20,4,2,2,52,52,29780,2924,0.0,0.000,10,10380,1560,1019,4726.7,10087.0
30,4,2,2,52,52,177680,17519,0.0,0.000,10,43840,44200,4322,3184.9,3991.5
40,4,2,2,52,52,377080,37231,0.0,0.000,10,94080,138300,9289,1711.7,1947.9
50,4,2,2,52,52,730400,72352,0.0,0.000,10,182780,320300,18105,1128.3,1235.5
60,4,2,2,52,52,610640,60561,0.0,0.000,10,152160,472080,15090,962.7,1046.5
70,4,2,2,52,52,585100,58242,0.0,0.000,10,150100,619120,14941,882.5,938.6
80,4,2,2,52,52,874100,86767,0.0,0.000,10,217840,837240,21623,798.9,844.7
90,4,2,2,52,52,603360,60023,0.0,0.000,10,152080,989180,15129,768.1,807.1
100,4,2,2,52,52,656600,65235,0.0,0.000,10,164860,1153620,16379,739.2,772.4
110,4,2,2,52,52,647340,64508,0.0,0.000,10,161120,1312880,16055,717.8,744.5
120,4,2,2,52,52,801000,79701,0.0,0.000,10,200780,1512900,19978,703.1,727.3
131,4,2,2,52,52,653140,64692,0.0,0.000,10,163280,1675700,16172,690.4,712.7
141,4,2,2,52,52,660820,65831,0.0,0.000,10,166520,1841760,16588,677.7,698.5
151,4,2,2,52,52,956980,95193,0.0,0.000,10,239980,2081920,23871,658.3,674.6
161,4,2,2,52,52,761520,75893,0.0,0.000,10,188580,2271200,18794,643.5,657.1
171,4,2,2,52,52,738300,73521,0.0,0.000,10,184620,2456160,18384,632.2,643.2
181,4,2,2,52,52,710540,70841,0.0,0.000,10,176100,2634800,17557,624.1,633.4
