time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,9,9,1840,183,0.0,0.000,1,420,480,41,3.7,3.7
20,4,2,2,9,9,25580,2523,0.0,0.000,1,6460,7000,637,1.5,1.5
30,4,2,2,9,9,32580,3253,0.0,0.000,1,8180,15040,816,1.3,1.3
40,4,2,2,9,9,43980,4392,0.0,0.000,1,10940,25840,1092,1.2,1.2
50,4,2,2,9,9,32320,3228,0.0,0.000,1,8580,33960,857,1.2,1.2
60,4,2,2,9,9,31960,3192,0.0,0.000,1,8420,42160,841,1.2,1.2
70,4,2,2,9,9,44360,4431,0.0,0.000,1,11000,53060,1098,1.2,1.2
80,4,2,2,9,9,32600,3253,0.0,0.000,1,8180,61300,816,1.1,1.1
90,4,2,2,9,9,33440,3336,0.0,0.000,1,8020,69520,800,1.1,1.1
100,4,2,2,9,9,32360,3231,0.0,0.000,1,7940,77720,792,1.1,1.1
110,4,2,2,9,9,44140,4409,0.0,0.000,1,11580,88700,1156,1.1,1.1
120,4,2,2,9,9,32520,3248,0.0,0.000,1,8180,96940,817,1.1,1.1
130,4,2,2,9,9,31860,3182,0.0,0.000,1,8140,105160,813,1.1,1.1
140,4,2,2,9,9,43360,4329,0.0,0.000,1,10980,116140,1096,1.1,1.1
150,4,2,2,9,9,33020,3298,0.0,0.000,1,8260,124360,825,1.1,1.1
160,4,2,2,9,9,32680,3264,0.0,0.000,1,8040,132600,803,1.1,1.1
170,4,2,2,9,9,44420,4436,0.0,0.000,1,10960,143600,1094,1.1,1.1
180,4,2,2,9,9,33300,3326,0.0,0.000,1,7980,151840,797,1.1,1.1
