time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,16,16,11140,1113,0.0,0.000,10,3020,2820,301,6.4,7.7
20,4,2,2,16,16,130120,12785,0.0,0.000,10,32800,35200,3222,3.1,3.4
30,4,2,2,16,16,259460,25873,0.0,0.000,10,64920,100080,6473,2.0,2.1
40,4,2,2,16,16,378860,37821,0.0,0.000,10,94860,194380,9469,1.6,1.7
50,4,2,2,16,16,311060,31062,0.0,0.000,10,77800,272020,7769,1.5,1.6
60,4,2,2,16,16,308140,30780,0.0,0.000,10,76780,349040,7669,1.4,1.5
70,4,2,2,16,16,314480,31407,0.0,0.000,10,78340,426920,7823,1.4,1.4
80,4,2,2,16,16,420600,41984,0.0,0.000,10,105340,531460,10515,1.3,1.4
90,4,2,2,16,16,317100,31608,0.0,0.000,10,79000,610760,7874,1.3,1.3
100,4,2,2,16,16,308740,30827,0.0,0.000,10,77180,687960,7706,1.3,1.3
110,4,2,2,16,16,415340,41484,0.0,0.000,10,103540,792720,10341,1.3,1.3
120,4,2,2,16,16,316100,31568,0.0,0.000,10,79960,871880,7985,1.3,1.3
130,4,2,2,16,16,313300,31292,0.0,0.000,10,78020,950420,7792,1.2,1.3
140,4,2,2,16,16,418100,41759,0.0,0.000,10,104160,1055540,10403,1.2,1.3
150,4,2,2,16,16,314700,31426,0.0,0.000,10,78020,1134100,7791,1.2,1.3
160,4,2,2,16,16,318660,31830,0.0,0.000,10,79500,1213840,7941,1.2,1.3
170,4,2,2,16,16,426880,42641,0.0,0.000,10,105580,1319800,10546,1.2,1.3
180,4,2,2,16,16,316220,31577,0.0,0.000,10,79680,1398380,7956,1.2,1.3
