time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,6,6,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,6,6,20,1,1.0,1.000,1,20,0,1,0.0,0.0
30,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
40,4,4,4,6,6,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,6,6,700,69,69.0,69.000,1,700,740,69,8.1,8.1
60,4,4,4,6,6,1300,129,129.0,129.000,1,1300,2160,129,8.7,8.7
70,4,4,4,6,6,1040,103,103.0,103.000,1,1040,3260,103,8.4,8.4
80,4,4,4,6,6,960,95,95.0,95.000,1,960,4340,95,8.6,8.6
90,4,4,4,6,6,1500,149,149.0,149.000,1,1500,5740,149,8.8,8.8
100,4,4,4,6,6,1160,115,115.0,115.000,1,1160,6860,115,8.6,8.6
110,4,4,4,6,6,1020,101,101.0,101.000,1,1020,7940,101,8.6,8.6
120,4,4,4,6,6,1460,145,145.0,145.000,1,1460,9420,145,8.6,8.6
130,4,4,4,6,6,1060,105,105.0,105.000,1,1060,10500,105,8.6,8.6
140,4,4,4,6,6,1000,99,99.0,99.000,1,1000,11600,99,8.6,8.6
150,4,4,4,6,6,1400,139,139.0,139.000,1,1400,13100,139,8.5,8.5
160,4,4,4,6,6,1300,129,129.0,129.000,1,1300,14240,129,8.4,8.4
170,4,4,4,6,6,1300,129,129.0,129.000,1,1300,15340,129,8.4,8.4
180,4,4,4,6,6,1500,149,149.0,149.000,1,1500,16800,149,8.4,8.4
