time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,0,0,0.0,0.000,10,0,0,0,0.0,0.0
30,4,4,4,13,13,4400,436,436.0,436.000,10,4400,4000,436,16.6,108.8
40,4,4,4,13,13,7900,787,787.0,787.000,10,7900,11520,787,17.9,72.2
50,4,4,4,13,13,2440,243,243.0,243.000,10,2440,13800,243,35.7,82.6
60,4,4,4,13,13,4340,433,433.0,433.000,10,4340,18200,433,31.2,68.7
70,4,4,4,13,13,4160,414,414.0,414.000,10,4160,22280,414,30.0,61.2
80,4,4,4,13,13,3280,327,327.0,327.000,10,3280,25840,327,29.8,56.9
90,4,4,4,13,13,5220,519,519.0,519.000,10,5220,30860,519,28.9,53.3
100,4,4,4,13,13,3780,377,377.0,377.000,10,3780,35020,377,28.7,51.1
110,4,4,4,13,13,3800,378,378.0,378.000,10,3800,39020,378,28.3,51.6
120,4,4,4,13,13,5080,507,507.0,507.000,10,5080,44080,507,28.3,51.8
130,4,4,4,13,13,4000,398,398.0,398.000,10,4000,47820,398,28.1,50.4
140,4,4,4,13,13,4420,439,439.0,439.000,10,4420,52080,439,27.7,49.7
150,4,4,4,13,13,5500,548,548.0,548.000,10,5500,57380,548,27.6,48.6
160,4,4,4,13,13,4320,430,430.0,430.000,10,4320,61500,430,27.5,47.7
170,4,4,4,13,13,4620,460,460.0,460.000,10,4620,65920,460,27.4,48.4
180,4,4,4,13,13,5260,525,525.0,525.000,10,5260,71240,525,27.2,47.4
