time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
30,4,4,4,13,13,20,1,1.0,1.000,1,20,0,1,0.0,0.0
40,4,4,4,13,13,0,0,0.0,0.000,1,0,0,0,0.0,0.0
50,4,4,4,13,13,1080,107,107.0,107.000,1,1080,1000,107,7.3,7.3
60,4,4,4,13,13,1920,191,191.0,191.000,1,1920,3100,191,5.4,5.4
70,4,4,4,13,13,1680,167,167.0,167.000,1,1680,4740,167,5.2,5.2
80,4,4,4,13,13,1540,153,153.0,153.000,1,1540,6360,153,5.2,5.2
90,4,4,4,13,13,2180,217,217.0,217.000,1,2180,8520,217,5.2,5.2
100,4,4,4,13,13,1500,149,149.0,149.000,1,1500,10180,149,5.3,5.3
110,4,4,4,13,13,1720,171,171.0,171.000,1,1720,11840,171,5.3,5.3
120,4,4,4,13,13,2240,223,223.0,223.000,1,2240,14020,223,5.3,5.3
130,4,4,4,13,13,1680,167,167.0,167.000,1,1680,15660,167,5.3,5.3
140,4,4,4,13,13,1500,149,149.0,149.000,1,1500,17260,149,5.3,5.3
150,4,4,4,13,13,1920,191,191.0,191.000,1,1920,19440,191,5.2,5.2
160,4,4,4,13,13,1620,161,161.0,161.000,1,1620,21080,161,5.2,5.2
170,4,4,4,13,13,1640,163,163.0,163.000,1,1640,22720,163,5.2,5.2
180,4,4,4,13,13,2400,239,239.0,239.000,1,2400,24960,239,5.2,5.2
