time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,2,2,13,13,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,2,2,13,13,1840,183,183.0,183.000,1,1840,1040,183,2824.5,2824.5
30,4,2,2,13,13,0,0,0.0,0.000,1,0,1040,0,2824.5,2824.5
40,4,2,2,13,13,0,0,0.0,0.000,1,0,1040,0,2824.5,2824.5
50,4,2,2,13,13,0,0,0.0,0.000,1,0,1040,0,2824.5,2824.5
60,4,2,2,13,13,920,91,91.0,91.000,1,920,1700,91,1344.7,1344.7
70,4,2,2,13,13,1360,135,135.0,135.000,1,1360,3080,135,1584.1,1584.1
80,4,2,2,13,13,0,0,0.0,0.000,1,0,3080,0,1584.1,1584.1
90,4,2,2,13,13,0,0,0.0,0.000,1,0,3080,0,1584.1,1584.1
100,4,2,2,13,13,0,0,0.0,0.000,1,0,3080,0,1584.1,1584.1
110,4,2,2,13,13,-3380,-337,-337.0,-337.000,1,-3380,200,-337,711.2,711.2
120,4,2,2,13,13,1920,191,191.0,191.000,1,1920,1980,191,1323.8,1323.8
130,4,2,2,13,13,0,0,0.0,0.000,1,0,1980,0,1323.8,1323.8
140,4,2,2,13,13,0,0,0.0,0.000,1,0,1980,0,1323.8,1323.8
150,4,2,2,13,13,0,0,0.0,0.000,1,0,1980,0,1323.8,1323.8
160,4,2,2,13,13,-2660,-265,-265.0,-265.000,1,-2660,0,-265,0.0,0.0
170,4,2,2,13,13,2580,257,257.0,257.000,1,2580,1860,257,1192.6,1192.6
180,4,2,2,13,13,240,23,23.0,23.000,1,240,2200,23,1301.0,1301.0
