time(s),total_slots,used_slots,workers,tasks,executors,transferred (messages),throughput (messages/s),throughput (MB/s),spout_throughput (MB/s),spout_executors,spout_transferred (messages),spout_acked (messages),spout_throughput (messages/s),spout_avg_complete_latency(ms),spout_max_complete_latency(ms)
10,4,4,4,45,45,0,0,0.0,0.000,0,0,0,0,0.0,0.0
20,4,4,4,45,45,880,87,87.0,67.000,1,680,20,67,1095.0,1095.0
30,4,4,4,45,45,740,73,73.0,45.000,1,460,60,45,1822.0,1822.0
40,4,4,4,45,45,0,0,0.0,0.000,1,0,60,0,1822.0,1822.0
50,4,4,4,45,45,0,0,0.0,0.000,1,0,60,0,1822.0,1822.0
60,4,4,4,45,45,-1320,-131,-131.0,-113.000,1,-1140,0,-113,0.0,0.0
70,4,4,4,45,45,2500,249,249.0,97.000,1,980,0,97,0.0,0.0
80,4,4,4,45,45,1260,124,124.0,0.000,1,0,0,0,0.0,0.0
90,4,4,4,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
100,4,4,4,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
110,4,4,4,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
120,4,4,4,45,45,620,61,61.0,53.000,1,540,0,53,0.0,0.0
130,4,4,4,45,45,1280,127,127.0,41.000,1,420,0,41,0.0,0.0
140,4,4,4,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
150,4,4,4,45,45,0,0,0.0,0.000,1,0,0,0,0.0,0.0
160,4,4,3,45,45,-4760,-475,-475.0,-193.000,0,-1940,0,-193,0.0,0.0
170,4,3,4,45,45,4760,475,475.0,193.000,1,1940,0,193,0.0,0.0
180,4,4,4,45,45,-4760,-475,-475.0,-193.000,0,-1940,0,-193,0.0,0.0
